name,poste,Team,taille,accélération,speed,offensif,technique,mouvement,defense general,gardien general,Years
 T. Inui,MOC,Eintracht Francfort,"5'7""",78,86,316,346,420,76,52,2015
 A. Madlung,DC,Eintracht Francfort,"6'4""",30,27,269,194,180,213,43,2015
 C. Djakpa,DLG,Eintracht Francfort,"5'10""",79,83,303,348,393,221,56,2015
 F. Wiedwald,G,Eintracht Francfort,"6'3""",34,34,121,121,227,75,359,2015
 J. Flum,MDC,Eintracht Francfort,"6'3""",67,65,340,321,332,210,56,2015
 J. Callsen-Bracker,DC,FC Augsbourg,"6'2""",55,60,264,263,273,219,47,2015
 O. Kirch,MDC,Borussia Dortmund,"6'0""",77,75,297,325,362,202,50,2015
 M. Mujdža,DD,SC Fribourg,"6'1""",68,66,297,331,337,217,60,2015
 Torrejón,DC,SC Fribourg,"6'2""",54,52,236,270,297,220,45,2015
 C. Günter,DG,SC Fribourg,"6'0""",84,77,269,325,364,217,50,2015
 J. Schuster,MDC,SC Fribourg,"6'2""",46,50,314,353,266,207,46,2015
 Cleber,DC,Hambourg SV,"6'1""",69,67,256,229,302,215,53,2015
 D. Halfar,MG,1. FC Cologne,"5'8""",77,83,312,355,407,88,58,2015
 Y. Osako,BU,1. FC Cologne,"6'0""",73,74,313,306,373,91,46,2015
 P. Olkowski,DLD,1. FC Cologne,"6'0""",87,88,304,287,392,208,58,2015
 S. Boenisch,DC,Bayer 04 Leverkusen,"6'3""",83,69,303,304,331,218,51,2015
 G. Donati,DD,Bayer 04 Leverkusen,"5'10""",76,73,272,287,361,220,51,2015
 Serey Dié,DC,VfB Stuttgart,"5'10""",77,77,275,320,380,222,59,2015
 Oriol Romeu,MDC,VfB Stuttgart,"6'0""",55,66,222,292,305,211,58,2015
 G. Niedermeier,DC,VfB Stuttgart,"6'3""",37,34,243,214,215,213,41,2015
 G. Sakai,DLD,VfB Stuttgart,"5'9""",77,77,282,346,384,217,45,2015
 K. Rausch,MG,VfB Stuttgart,"6'0""",84,77,325,357,381,211,49,2015
 C. Fritz,MD,SV Werder Brême,"6'0""",66,61,342,336,338,221,53,2015
 A. Lukimya,DC,SV Werder Brême,"6'3""",75,68,220,184,321,217,56,2015
 C. Makiadi,MDC,SV Werder Brême,"5'10""",66,69,339,338,365,213,42,2015
 J. Brooks,DC,Hertha BSC,"6'4""",79,73,277,237,327,224,39,2015
 M. Plattenhardt,DLG,Hertha BSC,"5'11""",75,74,314,372,364,215,60,2015
 A. Ben-Hatira,AG,Hertha BSC,"6'0""",78,81,325,360,385,70,50,2015
 N. Schulz,MG,Hertha BSC,"5'11""",87,88,288,296,394,213,53,2015
 H. Hosogai,DLD,Hertha BSC,"5'9""",68,75,303,353,372,221,63,2015
 Y. Malli,MD,1. FSV Mayence 05,"5'10""",75,79,300,357,383,115,61,2015
 J. Díaz,DG,1. FSV Mayence 05,"6'1""",76,73,320,335,359,210,52,2015
 S. Kapino,G,1. FSV Mayence 05,"6'5""",33,31,125,128,198,75,356,2015
 C. Clemens,MOC,1. FSV Mayence 05,"5'11""",85,85,331,359,390,111,50,2015
 Jairo,AD,1. FSV Mayence 05,"5'8""",79,79,318,332,387,89,54,2015
 Felipe,DC,VfL Wolfsbourg,"6'2""",68,63,289,266,324,218,50,2015
 Felipe,DC,Hanovre 96,"6'4""",65,63,226,237,289,212,65,2015
 H. Sakai,DD,Hanovre 96,"6'1""",77,78,280,315,371,215,46,2015
 T. Chandler,DD,Eintracht Francfort,"6'1""",82,75,325,307,342,207,45,2015
 M. Stendera,MOC,Eintracht Francfort,"5'7""",69,74,311,370,384,88,48,2015
 S. Medojević,DC,Eintracht Francfort,"6'0""",67,67,275,293,337,226,55,2015
 A. Ignjovski,DD,Eintracht Francfort,"5'9""",75,74,286,324,375,219,41,2015
 T. Strobl,DC,TSG 1899 Hoffenheim,"6'1""",68,60,253,281,321,212,50,2015
 S. Schipplock,BU,TSG 1899 Hoffenheim,"6'1""",71,68,349,274,334,73,32,2015
 S. Zuber,MOC,TSG 1899 Hoffenheim,"5'11""",82,78,309,351,366,139,55,2015
 Rafa,DC,SC Paderborn 07,"5'10""",55,53,292,259,278,219,55,2015
 S. Lakić,BU,SC Paderborn 07,"6'1""",68,67,346,307,336,78,47,2015
 S. Mölders,BU,FC Augsbourg,"6'1""",66,64,335,298,321,73,34,2015
 T. Matavž,BU,FC Augsbourg,"6'2""",67,66,324,286,326,103,60,2015
 J. Morávek,MOC,FC Augsbourg,"5'11""",62,65,343,352,347,153,42,2015
 F. Daems,DC,Borussia Mönchengladbach,"5'11""",53,50,253,275,299,229,47,2015
 F. Klaus,AD,SC Fribourg,"5'11""",85,88,301,312,400,89,35,2015
 O. Sorg,DLD,SC Fribourg,"5'9""",74,75,288,305,390,224,44,2015
 S. Mielitz,G,SC Fribourg,"6'2""",41,39,123,120,251,75,353,2015
 M. Dæhli,MG,SC Fribourg,"5'10""",74,84,267,338,387,72,39,2015
 S. Rajković,DC,Hambourg SV,"6'3""",75,62,218,209,285,214,42,2015
 G. Kačar,DC,Hambourg SV,"6'1""",46,44,339,321,280,213,51,2015
 Z. Stieber,AG,Hambourg SV,"5'9""",78,79,328,357,389,86,39,2015
 M. Mavraj,DC,1. FC Cologne,"6'3""",55,51,244,231,288,218,48,2015
 S. Peszko,AD,1. FC Cologne,"5'8""",77,79,298,341,387,157,56,2015
 A. Matuschyk,MC,1. FC Cologne,"6'0""",66,67,325,326,352,204,52,2015
 Wendell,MG,Bayer 04 Leverkusen,"5'9""",83,86,261,343,390,211,49,2015
 J. Brandt,AD,Bayer 04 Leverkusen,"6'1""",76,82,302,322,376,72,50,2015
 C. Obasi,BU,FC Schalke 04,"6'2""",69,67,352,350,345,98,48,2015
 F. Klein,DLD,VfB Stuttgart,"5'11""",82,79,303,342,381,210,43,2015
 T. Werner,AD,VfB Stuttgart,"5'11""",90,91,331,293,405,75,45,2015
 K. Haggui,DC,VfB Stuttgart,"6'3""",34,34,232,229,243,212,52,2015
 F. Kroos,MDC,SV Werder Brême,"6'0""",66,67,293,331,343,211,52,2015
 D. Brosinski,MD,1. FSV Mayence 05,"5'10""",88,86,323,342,402,211,51,2015
 P. Bengtsson,MG,1. FSV Mayence 05,"5'10""",79,78,308,362,387,208,46,2015
 S. Sané,DC,Hanovre 96,"6'5""",54,67,260,283,293,208,55,2015
 M. Stankevicius,DC,Hanovre 96,"6'3""",33,55,279,307,248,217,52,2015
 A. Sobiech,BU,Hanovre 96,"6'1""",69,67,338,265,334,88,51,2015
 Kim Jin Su,DLG,TSG 1899 Hoffenheim,"5'9""",76,74,241,325,381,219,43,2015
 L. Kruse,G,SC Paderborn 07,"6'1""",32,59,125,127,245,75,344,2015
 M. Stoppelkamp,MG,SC Paderborn 07,"5'11""",78,81,332,319,370,153,57,2015
 Hong Jeong Ho,DC,FC Augsbourg,"6'1""",77,76,253,240,344,216,45,2015
 A. Esswein,BU,FC Augsbourg,"6'0""",91,89,336,330,385,76,51,2015
 Caiuby,AD,FC Augsbourg,"6'0""",88,80,339,315,380,69,52,2015
 P. Højbjerg,MC,FC Augsbourg,"6'1""",67,68,291,360,350,186,45,2015
 A. Manninger,G,FC Augsbourg,"6'2""",40,39,121,128,247,75,349,2015
 Ji Dong Won,MOC,FC Augsbourg,"6'2""",75,75,336,342,365,89,59,2015
 B. Hrgota,BU,Borussia Mönchengladbach,"6'1""",73,78,319,322,352,74,43,2015
 M. Frantz,AT,SC Fribourg,"6'0""",75,74,326,315,361,200,52,2015
 Y. Gerhardt,MC,1. FC Cologne,"6'0""",69,69,299,325,351,190,45,2015
 Deyverson,BU,1. FC Cologne,"6'1""",75,69,289,224,319,75,48,2015
 T. Jedvaj,DC,Bayer 04 Leverkusen,"6'0""",69,73,289,252,347,219,55,2015
 A. Hloušek,DG,VfB Stuttgart,"6'2""",77,69,330,356,346,197,48,2015
 C. Gruezo,MDC,VfB Stuttgart,"5'7""",68,72,243,292,360,212,49,2015
 K. Casteels,G,SV Werder Brême,"6'6""",46,44,132,130,255,75,350,2015
 D. Selke,BU,SV Werder Brême,"6'4""",76,68,293,264,344,75,50,2015
 R. Wolf,G,SV Werder Brême,"6'3""",37,36,125,125,216,75,341,2015
 G. Haraguchi,AD,Hertha BSC,"5'10""",77,78,319,307,378,72,51,2015
 P. Niemeyer,DC,Hertha BSC,"6'3""",39,51,295,261,245,228,48,2015
 R. Jarstein,G,Hertha BSC,"6'3""",52,40,129,132,244,75,350,2015
 J. van den Bergh,DG,Hertha BSC,"6'0""",78,77,289,310,360,211,49,2015
 G. Jara Reyes,DC,1. FSV Mayence 05,"5'10""",73,68,265,271,354,210,52,2015
 N. Castillo,BU,1. FSV Mayence 05,"5'10""",64,66,310,308,346,80,50,2015
 S. Allagui,BU,1. FSV Mayence 05,"6'0""",74,75,359,332,372,81,53,2015
 M. Grün,G,VfL Wolfsbourg,"6'3""",50,51,128,125,259,75,349,2015
 M. Albornoz,MG,Hanovre 96,"5'11""",65,71,305,380,355,210,44,2015
 C. Gülselam,DC,Hanovre 96,"6'4""",64,55,282,269,298,214,48,2015
 U. Hünemeier,DC,SC Paderborn 07,"6'2""",67,61,273,274,314,209,52,2015
 A. Meha,AD,SC Paderborn 07,"5'9""",69,77,310,382,374,141,56,2015
 M. Brečko,DD,1. FC Cologne,"5'10""",68,69,260,303,341,210,50,2015
 D. Švento,AG,1. FC Cologne,"5'10""",83,84,326,341,386,191,52,2015
 K. Nagasawa,MD,1. FC Cologne,"5'8""",65,76,263,322,381,75,32,2015
 T. Kessler,G,1. FC Cologne,"6'6""",59,56,122,127,265,75,342,2015
 S. Sararer,AD,VfB Stuttgart,"5'11""",79,77,328,329,376,122,49,2015
 S. Wagner,BU,Hertha BSC,"6'4""",66,63,326,298,310,87,43,2015
 J. Grahl,G,TSG 1899 Hoffenheim,"6'4""",48,41,121,125,245,75,335,2015
 T. Wiese,G,TSG 1899 Hoffenheim,"6'4""",21,25,136,134,175,75,333,2015
 L. Rupp,MD,SC Paderborn 07,"5'10""",67,67,301,348,363,147,53,2015
 S. Koç,AD,SC Paderborn 07,"5'10""",87,84,289,308,394,77,57,2015
 M. Bakalorz,DC,SC Paderborn 07,"5'11""",65,66,296,292,340,202,59,2015
 M. Vrancic,MOC,SC Paderborn 07,"6'2""",61,54,316,356,324,125,41,2015
 E. Kachunga,AD,SC Paderborn 07,"5'10""",82,83,324,298,395,64,42,2015
 D. Kohr,MDC,FC Augsbourg,"6'0""",66,65,284,302,328,202,38,2015
 S. Parker,BU,FC Augsbourg,"5'10""",81,84,290,293,386,71,39,2015
 N. Höfler,MDC,SC Fribourg,"5'11""",55,65,262,288,329,205,46,2015
 I. Höhn,DC,SC Fribourg,"6'0""",57,59,229,233,309,208,41,2015
 M. Kempf,DC,SC Fribourg,"6'1""",67,55,226,255,311,209,52,2015
 K. Ayhan,DC,FC Schalke 04,"6'1""",69,66,273,351,334,202,53,2015
 C. Wetklo,G,FC Schalke 04,"6'3""",32,31,136,137,208,75,330,2015
 T. Kirschbaum,G,VfB Stuttgart,"6'5""",58,57,136,136,276,75,337,2015
 L. Öztunali,MD,SV Werder Brême,"6'0""",68,71,285,329,347,176,58,2015
 S. Kittel,MOC,Eintracht Francfort,"5'10""",68,70,308,347,361,73,57,2015
 C. Strohdiek,DC,SC Paderborn 07,"6'4""",52,49,201,161,237,206,54,2015
 J. Wemmer,DLD,SC Paderborn 07,"6'1""",79,76,302,288,350,201,48,2015
 M. Sağlik,BU,SC Paderborn 07,"5'10""",67,67,319,302,342,70,61,2015
 M. Weiser,AD,FC Bayern Munich,"5'9""",79,85,290,312,383,136,55,2015
 C. Heimeroth,G,Borussia Mönchengladbach,"6'4""",32,30,122,123,184,75,325,2015
 D. Schahin,BU,SC Fribourg,"6'2""",66,64,319,264,320,91,49,2015
 M. Philipp,AD,SC Fribourg,"6'0""",76,78,295,319,365,72,44,2015
 J. Green,AD,Hambourg SV,"5'8""",78,79,314,298,378,67,48,2015
 B. Finne,BU,1. FC Cologne,"5'9""",79,83,271,259,385,75,54,2015
 D. Krešić,G,Bayer 04 Leverkusen,"6'5""",43,38,122,117,217,75,331,2015
 M. Ndjeng,MD,Hertha BSC,"5'11""",78,78,311,355,372,196,66,2015
 K. Herdling,AD,TSG 1899 Hoffenheim,"5'11""",66,67,326,327,329,78,52,2015
 M. Heinloth,DD,SC Paderborn 07,"5'10""",68,68,241,242,342,205,59,2015
 P. Ziegler,DC,SC Paderborn 07,"6'2""",76,67,217,237,339,206,51,2015
 I. Ouali,AG,SC Paderborn 07,"5'9""",92,91,283,317,407,76,44,2015
 D. Reinhardt,DC,FC Augsbourg,"6'2""",54,59,231,241,292,212,58,2015
 M. Zimmermann,DLD,Borussia Mönchengladbach,"5'10""",75,77,272,269,373,200,52,2015
 L. Sané,AT,FC Schalke 04,"6'0""",77,84,309,316,364,103,47,2015
 O. Yildirim,AG,SV Werder Brême,"5'8""",68,66,302,327,362,87,57,2015
 T. Nedelev,AG,1. FSV Mayence 05,"5'9""",77,78,295,325,364,70,39,2015
 F. Hartherz,DG,SC Paderborn 07,"6'2""",75,75,279,292,338,194,51,2015
 T. Bertels,DG,SC Paderborn 07,"6'4""",78,68,319,264,308,186,55,2015
 C. Janker,DC,FC Augsbourg,"6'1""",52,62,231,208,296,197,53,2015
 J. Gyau,AG,Borussia Dortmund,"5'9""",90,91,268,295,397,79,49,2015
 Z. Alomerovic,G,Borussia Dortmund,"6'2""",47,41,130,120,237,75,322,2015
 K. Guédé,BU,SC Fribourg,"6'0""",64,55,302,251,277,163,34,2015
 D. Yelldell,G,Bayer 04 Leverkusen,"6'4""",36,28,130,133,207,75,314,2015
 B. Saller,MD,1. FSV Mayence 05,"5'11""",68,72,291,288,345,163,51,2015
 R. Almer,G,Hanovre 96,"6'4""",37,33,125,126,210,75,323,2015
 J. Toljan,DC,TSG 1899 Hoffenheim,"6'0""",79,77,260,254,351,195,51,2015
 A. Stolz,G,TSG 1899 Hoffenheim,"6'2""",46,48,122,133,233,75,326,2015
 D. Brückner,AG,SC Paderborn 07,"6'0""",78,67,311,324,357,177,43,2015
 S. Kutschke,BU,SC Paderborn 07,"6'4""",65,53,286,208,261,81,50,2015
 M. Ducksch,BU,SC Paderborn 07,"6'2""",77,68,295,241,338,76,48,2015
 G. Gaudino,MD,FC Bayern Munich,"5'9""",55,66,237,305,332,127,50,2015
 C. Jullien,DC,SC Fribourg,"6'5""",66,61,205,205,267,188,48,2015
 T. Wellenreuther,G,FC Schalke 04,"6'1""",54,52,131,125,267,75,325,2015
 T. Baumgartl,DC,VfB Stuttgart,"6'3""",55,60,211,211,285,194,64,2015
 M. Sarr,DC,Borussia Dortmund,"6'2""",69,64,231,250,310,190,46,2015
 M. Amini,MOC,Borussia Dortmund,"5'9""",67,66,276,282,343,159,67,2015
 A. Götz,DD,Hambourg SV,"5'10""",76,75,215,231,348,194,60,2015
 M. Gouaida,AG,Hambourg SV,"5'10""",72,74,256,280,357,90,58,2015
 R. Marcos,DG,Hambourg SV,"5'9""",74,76,227,234,355,194,51,2015
 T. Bröker,BU,1. FC Cologne,"6'2""",79,78,310,269,340,104,48,2015
 O. Vlachodimos,G,VfB Stuttgart,"6'3""",44,42,126,122,220,75,317,2015
 L. Aycicek,MD,SV Werder Brême,"5'7""",69,77,260,328,373,95,53,2015
 M. Gersbeck,G,Hertha BSC,"6'2""",43,40,129,128,241,75,313,2015
 B. Thoelke,DC,VfL Wolfsbourg,"6'3""",51,53,216,220,261,188,56,2015
 D. Lück,G,SC Paderborn 07,"6'2""",47,42,128,122,229,75,310,2015
 M. Amedick,DC,SC Paderborn 07,"6'4""",32,38,233,205,208,184,42,2015
 S. Kurt,AG,FC Bayern Munich,"5'8""",69,78,262,299,356,68,57,2015
 D. Batz,G,SC Fribourg,"6'2""",33,36,130,118,214,75,314,2015
 M. Hirsch,DC,Hanovre 96,"5'9""",58,59,252,241,299,194,38,2015
 M. Vucinovic,MD,SC Paderborn 07,"5'10""",68,68,270,281,332,152,53,2015
 J. Dudziak,MG,Borussia Dortmund,"5'9""",77,78,263,317,374,176,46,2015
 K. Narey,DD,Borussia Dortmund,"5'11""",67,68,247,266,328,187,60,2015
 V. Yurchenko,MD,Bayer 04 Leverkusen,"5'11""",68,68,275,322,329,127,43,2015
 F. Platte,BU,FC Schalke 04,"6'3""",66,64,284,239,291,70,62,2015
 M. Wanitzek,AD,VfB Stuttgart,"5'10""",67,67,279,290,327,100,53,2015
 R. Yalcin,DC,VfB Stuttgart,"6'0""",63,64,230,267,312,181,51,2015
 J. Sternberg,DG,SV Werder Brême,"5'11""",69,68,241,282,331,180,51,2015
 M. Lorenzen,BU,SV Werder Brême,"6'2""",85,90,270,280,326,97,48,2015
 M. Busch,DD,SV Werder Brême,"6'0""",85,79,242,242,346,177,47,2015
 M. Zetterer,G,SV Werder Brême,"6'2""",44,39,122,122,212,75,301,2015
 D. Parker,AD,1. FSV Mayence 05,"5'9""",78,78,287,278,371,85,59,2015
 F. Kalig,DC,1. FSV Mayence 05,"5'11""",55,65,199,187,298,196,54,2015
 K. Karaman,BU,Hanovre 96,"6'2""",54,53,272,216,274,73,49,2015
 J. Haberer,BU,TSG 1899 Hoffenheim,"6'2""",65,62,267,251,303,67,63,2015
 P. Weihrauch,BU,FC Bayern Munich,"5'11""",67,65,272,263,319,69,49,2015
 M. Maruoka,AD,Borussia Dortmund,"5'7""",66,68,265,305,364,100,40,2015
 M. Dahoud,MOC,Borussia Mönchengladbach,"5'10""",65,78,240,289,350,174,48,2015
 M. Friedrich,DC,FC Schalke 04,"6'3""",66,54,235,216,280,183,60,2015
 M. Sobottka,DC,FC Schalke 04,"6'1""",63,62,252,261,303,187,53,2015
 J. Kiesewetter,AD,VfB Stuttgart,"6'0""",67,68,263,275,319,70,45,2015
 E. Berko,AD,VfB Stuttgart,"5'11""",68,69,262,273,328,67,53,2015
 T. Leibold,DLG,VfB Stuttgart,"5'9""",67,68,228,253,340,186,54,2015
 D. Roßbach,DC,1. FSV Mayence 05,"6'2""",68,62,241,241,300,177,47,2015
 P. Seguin,DC,VfL Wolfsbourg,"6'1""",61,54,251,261,285,186,49,2015
 T. Dierßen,MD,Hanovre 96,"5'8""",68,76,257,291,358,119,60,2015
 D. Kinsombi,DC,Eintracht Francfort,"6'0""",66,67,213,220,315,180,50,2015
 K. Akpoguma,DC,TSG 1899 Hoffenheim,"6'4""",78,58,271,222,292,179,51,2015
 L. Görtler,BU,FC Bayern Munich,"6'0""",67,69,280,253,312,75,62,2015
 H. Bonmann,G,Borussia Dortmund,"6'4""",34,28,121,125,180,75,294,2015
 J. Gorenc-Stankovic,DC,Borussia Dortmund,"6'3""",55,53,212,164,239,176,41,2015
 M. Schulz,DC,Borussia Mönchengladbach,"6'1""",64,54,245,259,292,176,58,2015
 J. Blaswich,G,Borussia Mönchengladbach,"6'4""",34,31,131,135,175,75,302,2015
 M. Steinmann,MC,Hambourg SV,"6'2""",52,51,258,287,260,157,54,2015
 G. Jung,DC,Hambourg SV,"6'2""",55,64,257,281,286,175,51,2015
 D. Mesenhöler,G,1. FC Cologne,"6'2""",48,50,131,129,242,75,287,2015
 M. Frey,DC,Bayer 04 Leverkusen,"5'11""",69,67,251,272,332,182,51,2015
 T. Kehrer,DC,FC Schalke 04,"6'1""",54,59,224,211,273,174,49,2015
 P. Mwene,DLD,VfB Stuttgart,"5'7""",66,68,212,259,355,183,43,2015
 R. Husic,G,SV Werder Brême,"6'3""",42,38,125,120,201,75,292,2015
 L. Zander,DC,SV Werder Brême,"6'0""",68,69,234,233,328,182,61,2015
 T. Schilk,DLD,1. FSV Mayence 05,"6'2""",69,67,244,244,317,175,66,2015
 P. Pflücke,AG,1. FSV Mayence 05,"5'7""",69,69,253,307,365,70,50,2015
 P. Drewes,G,VfL Wolfsbourg,"6'4""",29,30,122,125,171,75,301,2015
 G. Waldschmidt,BU,Eintracht Francfort,"5'10""",69,76,263,261,349,75,51,2015
 J. Gerezgiher,MOC,Eintracht Francfort,"5'9""",67,68,258,291,333,116,51,2015
 N. Amiri,MOC,TSG 1899 Hoffenheim,"5'10""",66,67,252,288,333,127,55,2015
 L. Zingerle,G,FC Bayern Munich,"6'2""",29,20,125,125,178,75,292,2015
 J. Mero,DC,Borussia Mönchengladbach,"6'3""",49,47,168,173,233,183,63,2015
 M. Ritter,AD,Borussia Mönchengladbach,"5'7""",67,76,264,309,346,75,44,2015
 B. Sezer,MD,Borussia Mönchengladbach,"5'10""",68,74,257,291,344,150,41,2015
 N. Brandenburger,MOC,Borussia Mönchengladbach,"6'0""",66,67,241,279,325,163,52,2015
 C. Stanko,DC,SC Fribourg,"5'10""",55,58,228,237,295,178,48,2015
 D. Perger,DLG,SC Fribourg,"5'10""",68,68,218,247,325,179,50,2015
 P. Müller,AD,Hambourg SV,"5'9""",64,67,269,262,309,72,40,2015
 J. Mickels,BU,FC Schalke 04,"5'11""",50,52,256,244,267,75,55,2015
 A. Borgmann,DG,FC Schalke 04,"5'10""",55,54,236,254,285,182,54,2015
 L. Fröde,DC,SV Werder Brême,"6'4""",53,63,249,257,253,172,53,2015
 F. Grillitsch,MOC,SV Werder Brême,"6'2""",62,64,264,268,307,73,48,2015
 R. Zentner,G,1. FSV Mayence 05,"6'4""",65,65,129,125,267,75,291,2015
 O. Zawada,BU,VfL Wolfsbourg,"6'3""",53,55,265,237,257,71,40,2015
 M. Sprenger,DC,VfL Wolfsbourg,"6'3""",52,54,190,154,251,188,54,2015
 M. Schwäbe,G,TSG 1899 Hoffenheim,"6'3""",41,42,125,125,217,75,290,2015
 T. Welker,DC,SC Paderborn 07,"6'2""",64,59,183,152,286,180,50,2015
 L. Scholl,MOC,FC Bayern Munich,"5'11""",67,66,255,283,316,104,60,2015
 R. Strieder,DD,FC Bayern Munich,"5'9""",56,58,253,259,281,183,50,2015
 F. Kath,AG,SC Fribourg,"6'1""",67,68,264,265,307,146,41,2015
 A. Brunst,G,Hambourg SV,"6'5""",42,40,117,117,193,75,284,2015
 T. Ciğerci,MOC,Hambourg SV,"5'11""",55,65,246,260,303,107,52,2015
 L. Cueto,AG,1. FC Cologne,"5'7""",69,75,252,269,345,93,47,2015
 L. Boeder,DC,Bayer 04 Leverkusen,"6'0""",67,69,186,185,298,180,42,2015
 M. Multhaup,MOC,FC Schalke 04,"5'8""",66,68,255,286,323,109,51,2015
 P. Itter,DLD,FC Schalke 04,"5'10""",65,66,247,272,321,174,55,2015
 M. Eggestein,MOC,SV Werder Brême,"5'11""",59,62,249,266,302,70,56,2015
 J. von Haacke,MDC,SV Werder Brême,"5'11""",54,55,239,272,283,154,54,2015
 N. Teichgräber,DC,Hanovre 96,"5'10""",60,59,172,167,303,186,51,2015
 M. Pepic,MDC,SC Paderborn 07,"5'10""",67,68,222,277,333,172,56,2015
 M. Uhde,DC,FC Augsbourg,"6'0""",54,55,195,174,281,181,43,2015
 I. Gelios,G,FC Augsbourg,"6'3""",52,57,127,131,251,75,286,2015
 A. Ekin,AG,FC Augsbourg,"5'9""",64,69,269,268,317,97,52,2015
 T. Rieder,DC,FC Augsbourg,"6'1""",54,53,189,160,271,185,39,2015
 A. Wallenborn,DC,1. FC Cologne,"6'0""",66,67,223,233,316,176,50,2015
 M. Mittelstädt,DLG,Hertha BSC,"5'10""",64,67,232,217,325,173,51,2015
 Y. Schulze,DC,Hanovre 96,"6'1""",54,53,180,181,260,173,54,2015
 Y. Zummack,G,Eintracht Francfort,"6'1""",42,43,119,121,233,71,279,2015
 G. Prömel,DC,TSG 1899 Hoffenheim,"5'11""",61,62,242,252,297,168,40,2015
 T. Königsmann,G,Hanovre 96,"6'0""",47,48,128,121,239,75,273,2015
 K. Krottke,MOC,Hanovre 96,"5'11""",59,65,245,218,314,72,55,2015
 Y. Yaffa,BU,Eintracht Francfort,"6'0""",64,64,263,260,312,72,41,2015
 N. Rapp,DC,TSG 1899 Hoffenheim,"6'1""",55,54,195,167,254,178,35,2015
 R. Framberger,DD,FC Augsbourg,"5'10""",55,55,217,207,300,177,51,2015
 M. Schuster,DC,FC Augsbourg,"5'10""",54,55,239,252,308,168,46,2015
 S. Mende,MDC,Hambourg SV,"6'0""",60,54,227,232,301,147,51,2015
 S. Ernst,MG,Hanovre 96,"5'10""",66,62,249,262,325,151,41,2015
 I. Lucic,G,FC Bayern Munich,"6'4""",43,40,124,135,210,75,262,2015
 A. Nübel,G,SC Paderborn 07,"6'1""",42,49,128,125,243,75,261,2015
 F. Pietler,MDC,Hanovre 96,"5'9""",52,64,190,189,307,166,44,2015
 E. Balayev,G,Eintracht Francfort,"6'2""",48,38,125,125,222,75,254,2015
 M. Reinthaler,DC,FC Augsbourg,"6'4""",55,54,242,260,268,153,45,2015
 D. Reimann,G,Borussia Dortmund,"6'1""",34,34,125,125,192,75,256,2015
 M. Neuer,G,FC Bayern Munich,"6'4""",61,58,112,119,284,31,440,2016
 A. Robben,MOC,FC Bayern Munich,"5'11""",90,90,387,425,453,81,49,2016
 R. Lewandowski,BU,FC Bayern Munich,"6'1""",81,79,400,382,404,86,51,2016
 P. Lahm,DLD,FC Bayern Munich,"5'7""",69,73,346,383,409,268,47,2016
 J. Boateng,DC,FC Bayern Munich,"6'4""",83,74,318,308,352,265,45,2016
 T. Müller,AT,FC Bayern Munich,"6'1""",78,76,416,376,395,117,52,2016
 F. Ribéry,MOC,FC Bayern Munich,"5'7""",85,86,367,417,439,64,47,2016
 M. Hummels,DC,Borussia Dortmund,"6'3""",66,62,347,345,335,259,42,2016
 M. Reus,MOC,Borussia Dortmund,"5'11""",91,89,392,424,438,111,61,2016
 D. Alaba,DG,FC Bayern Munich,"5'11""",86,86,373,407,418,250,50,2016
 A. Vidal,MC,FC Bayern Munich,"5'11""",76,79,388,387,394,253,16,2016
 H. Mkhitaryan,MOC,Borussia Dortmund,"5'10""",84,87,376,401,429,157,42,2016
 Javi Martinez,DC,FC Bayern Munich,"6'3""",54,49,339,316,297,254,45,2016
 Xabi Alonso,MC,FC Bayern Munich,"6'0""",33,32,370,420,273,218,45,2016
 M. Götze,MOC,FC Bayern Munich,"5'9""",68,76,376,409,400,71,49,2016
 I. Gündoğan,MOC,Borussia Dortmund,"5'11""",76,78,355,412,409,186,48,2016
 P. Aubameyang,BU,Borussia Dortmund,"6'2""",96,95,404,378,421,89,48,2016
 Naldo,DC,VfL Wolfsbourg,"6'6""",77,67,329,327,326,256,60,2016
 Douglas Costa,MG,FC Bayern Munich,"5'8""",87,96,360,403,440,150,54,2016
 Thiago,MOC,FC Bayern Munich,"5'9""",68,77,375,421,400,166,46,2016
 M. Benatia,DC,FC Bayern Munich,"6'3""",65,64,276,246,316,260,37,2016
 Sokratis,DC,Borussia Dortmund,"6'1""",77,72,292,254,358,265,36,2016
 B. Leno,G,Bayer 04 Leverkusen,"6'3""",52,46,78,88,277,41,415,2016
 R. Fährmann,G,FC Schalke 04,"6'5""",47,38,75,94,245,34,388,2016
 B. Höwedes,DC,FC Schalke 04,"6'2""",67,63,302,284,338,253,46,2016
 Luiz Gustavo,MDC,VfL Wolfsbourg,"6'2""",68,72,319,310,351,255,52,2016
 S. Kagawa,MOC,Borussia Dortmund,"5'9""",74,87,338,387,429,81,50,2016
 S. Bender,DC,Borussia Dortmund,"6'1""",67,64,304,274,335,254,57,2016
 Y. Sommer,G,Borussia Mönchengladbach,"6'0""",54,48,84,96,295,42,411,2016
 G. Xhaka,MC,Borussia Mönchengladbach,"6'1""",54,48,314,377,305,215,46,2016
 K. Bellarabi,AD,Bayer 04 Leverkusen,"6'0""",90,91,353,365,427,91,50,2016
 J. Hernández,BU,Bayer 04 Leverkusen,"5'9""",85,87,381,328,416,76,58,2016
