name,poste,Team,taille,accélération,speed,offensif,technique,mouvement,defense general,gardien general,Years
 Errasti,MDC,SD Eibar,"5'11""",65,65,220,267,313,218,52,2015
 F. Piovaccari,BU,SD Eibar,"5'11""",79,78,329,269,344,75,40,2015
 Ángel,BU,SD Eibar,"5'8""",78,78,320,296,385,72,47,2015
 D. Boateng,DC,SD Eibar,"6'1""",65,74,303,304,344,208,55,2015
 Lombán,DC,Elche CF,"6'2""",52,49,268,337,268,208,58,2015
 Cisma,DG,Elche CF,"6'0""",73,68,273,366,333,205,57,2015
 A. Ba,DC,Rayo Vallecano,"6'6""",55,31,216,220,213,210,60,2015
 Miku,BU,Rayo Vallecano,"6'1""",79,79,310,311,353,115,44,2015
 Pozuelo,AD,Rayo Vallecano,"5'7""",76,77,282,340,387,69,45,2015
 Juan Carlos,G,Villarreal CF,"5'11""",54,52,127,135,294,75,355,2015
 B. Jokič,DG,Villarreal CF,"5'9""",74,76,319,315,376,208,62,2015
 Samuel,MD,Málaga CF,"5'10""",66,74,324,332,339,75,43,2015
 Ricardo Horta,AD,Málaga CF,"5'8""",78,78,306,342,380,74,42,2015
 Recio,MC,Málaga CF,"6'0""",65,66,305,359,327,176,47,2015
 Juanfran,DC,Levante UD,"6'0""",65,62,263,273,312,216,39,2015
 Toño,DLG,Levante UD,"5'10""",83,79,285,349,393,213,55,2015
 Camarasa,MDC,Levante UD,"6'0""",65,66,324,331,339,197,48,2015
 Iván Ramis,DC,Levante UD,"6'2""",53,50,289,324,275,212,45,2015
 Pedro López,DLD,Levante UD,"5'9""",75,76,303,326,373,213,59,2015
 Juan Rodriguez,MOC,Getafe CF,"6'1""",50,51,314,318,288,174,55,2015
 Álvaro,BU,Getafe CF,"6'0""",74,68,311,324,355,87,48,2015
 Roberto Lago,DLG,Getafe CF,"5'10""",78,79,265,319,361,211,53,2015
 J. Zongo,BU,UD Almería,"6'0""",85,89,281,292,394,90,49,2015
 Corona,MC,UD Almería,"5'9""",55,59,309,372,330,178,43,2015
 A. Pantic,DC,Córdoba CF,"6'0""",76,74,254,276,331,215,47,2015
 Roberto,G,Grenade CF,"5'11""",49,55,118,163,297,75,349,2015
 J. Babin,DC,Grenade CF,"5'10""",57,49,227,244,253,203,51,2015
 E. Insúa,DG,Grenade CF,"5'11""",83,80,275,275,368,208,43,2015
 J. Córdoba,BU,Grenade CF,"6'1""",83,77,326,298,360,73,48,2015
 Adrián Colunga,MOC,Grenade CF,"5'8""",74,76,318,343,391,75,38,2015
 Juan Cala,DC,Grenade CF,"6'2""",69,65,291,293,341,209,57,2015
 Jordi Masip,G,FC Barcelone,"5'10""",65,55,133,129,321,75,345,2015
 Alex Bergantiños,MDC,Deportivo La Corogne,"5'10""",61,60,244,288,321,204,50,2015
 Oriol Riera,BU,Deportivo La Corogne,"6'0""",75,70,288,272,347,75,48,2015
 Isaac Cuenca,AD,Deportivo La Corogne,"5'8""",76,77,286,362,370,76,54,2015
 Borja López,DC,Deportivo La Corogne,"6'4""",55,54,204,194,254,212,62,2015
 Unai López,MOC,Athletic Bilbao,"5'7""",68,70,249,286,354,192,57,2015
 Toquero,BU,Athletic Bilbao,"6'0""",74,71,340,293,339,136,45,2015
 Santi Mina,AD,RC Celta,"5'11""",70,73,343,306,353,88,49,2015
 Arbilla,DD,Espanyol Barcelone,"5'10""",75,66,251,300,335,204,54,2015
 Álvaro,DD,Espanyol Barcelone,"5'11""",75,74,243,243,357,215,48,2015
 Zaldúa,DD,Real Sociedad,"5'9""",78,78,257,257,363,205,53,2015
 Yuri,DG,Real Sociedad,"5'10""",80,79,291,343,366,215,48,2015
 Dani Estrada,DLD,Real Sociedad,"5'10""",77,69,270,332,367,205,59,2015
 João Cancelo,DLD,Valence CF,"5'11""",79,78,302,335,374,205,53,2015
 Javi Lara,MOC,SD Eibar,"5'10""",55,68,318,378,337,100,49,2015
 M. Pašalić,MOC,Elche CF,"6'1""",65,64,320,325,324,179,59,2015
 Aarón,AG,Elche CF,"5'7""",78,79,310,339,379,101,56,2015
 Rodrigues,AD,Elche CF,"5'8""",84,82,328,333,364,105,48,2015
 Cristian Herrera,BU,Elche CF,"6'1""",74,70,324,314,337,97,56,2015
 Adri Embarba,MG,Rayo Vallecano,"5'8""",69,76,295,306,348,71,45,2015
 M. Fatau,MDC,Rayo Vallecano,"5'10""",58,63,236,250,315,217,44,2015
 Gerard Moreno,BU,Villarreal CF,"5'10""",68,71,325,311,352,121,51,2015
 E. Bailly,DC,Villarreal CF,"6'2""",72,69,241,244,334,218,50,2015
 Juanmi,MOC,Málaga CF,"5'7""",78,76,302,307,386,75,42,2015
 Iván López,DLD,Levante UD,"5'9""",85,79,268,304,393,214,51,2015
 N. Karampelas,DG,Levante UD,"5'10""",78,77,240,262,371,218,48,2015
 Escudero,DLG,Getafe CF,"5'9""",78,76,291,350,368,212,53,2015
 Pablo Sarabia,AG,Getafe CF,"5'9""",80,78,292,366,383,78,53,2015
 Naldo,DC,Getafe CF,"6'2""",56,55,196,212,266,219,33,2015
 Codina,G,Getafe CF,"6'2""",34,43,125,126,212,75,354,2015
 M. Dos Santos,DC,UD Almería,"6'0""",71,69,248,256,328,223,48,2015
 Trujillo,DC,UD Almería,"5'10""",69,61,192,215,309,214,43,2015
 Javi Espinosa,MC,UD Almería,"5'9""",68,73,304,340,362,169,52,2015
 Edgar,MG,UD Almería,"6'2""",80,76,328,314,332,84,55,2015
 R. Azeez,MDC,UD Almería,"5'7""",78,74,253,295,362,203,45,2015
 Mané,DLG,UD Almería,"5'9""",74,74,289,352,373,208,55,2015
 Deivid,DC,Córdoba CF,"6'2""",68,62,248,234,329,220,63,2015
 Edimar,DLG,Córdoba CF,"5'11""",78,77,298,323,372,204,54,2015
 Abel Gómez,MC,Córdoba CF,"6'0""",34,40,297,379,243,165,51,2015
 F. Andone,BU,Córdoba CF,"6'0""",76,75,310,272,366,75,41,2015
 R. Krhin,MDC,Córdoba CF,"6'2""",55,59,311,324,294,199,45,2015
 Fede Vico,MG,Córdoba CF,"5'6""",74,83,290,335,387,158,55,2015
 López Silva,MG,Córdoba CF,"5'7""",69,74,297,351,361,72,55,2015
 Mainz,DC,Grenade CF,"6'2""",52,34,230,210,223,207,48,2015
 Juan Carlos,AG,Grenade CF,"5'10""",84,81,349,323,396,197,39,2015
 Oier,G,Grenade CF,"6'2""",43,45,134,132,242,75,353,2015
 D. Foulquier,DLD,Grenade CF,"6'0""",82,76,278,307,347,220,43,2015
 Canella,DLG,Deportivo La Corogne,"5'11""",79,78,276,325,381,198,57,2015
 Sergi Gómez,DC,RC Celta,"6'1""",53,58,242,283,302,208,55,2015
 Víctor Álvarez,DLG,Espanyol Barcelone,"5'10""",76,78,259,327,366,207,32,2015
 D. Lekić,BU,SD Eibar,"6'4""",34,36,322,268,206,82,33,2015
 Dani Nieto,AD,SD Eibar,"5'8""",85,84,252,332,411,70,58,2015
 S. Cristóforo,MDC,Séville FC,"5'8""",69,72,247,288,363,209,59,2015
 J. Añor,MOC,Málaga CF,"5'7""",68,67,282,369,330,121,41,2015
 E. Rescaldani,BU,Málaga CF,"6'3""",50,52,301,280,256,79,60,2015
 Jesús,G,Levante UD,"6'3""",54,52,125,125,251,75,335,2015
 Juan Carlos,G,Córdoba CF,"6'2""",61,58,124,126,299,75,341,2015
 Borja García,AD,Córdoba CF,"5'9""",80,85,310,317,392,72,58,2015
 Luso,MDC,Córdoba CF,"6'0""",72,64,260,291,333,204,56,2015
 Crespo,DC,Córdoba CF,"6'0""",66,69,259,281,332,208,40,2015
 Robert,AD,Grenade CF,"5'7""",72,76,322,323,362,161,48,2015
 Douglas,DD,FC Barcelone,"5'7""",87,87,300,316,407,200,60,2015
 Manuel Pablo,DD,Deportivo La Corogne,"5'9""",53,55,292,279,300,209,56,2015
 Guillermo,BU,Athletic Bilbao,"5'11""",78,78,297,289,376,79,37,2015
 Rubén Blanco,G,RC Celta,"6'2""",52,54,134,132,275,71,332,2015
 Carles Planas,DG,RC Celta,"5'8""",73,69,241,289,358,196,62,2015
 L. Madinda,MDC,RC Celta,"5'9""",68,73,241,287,337,185,41,2015
 Fuentes,DG,Espanyol Barcelone,"5'10""",78,77,212,272,361,207,60,2015
 Felipe Mattioni,DLD,Espanyol Barcelone,"5'11""",66,68,281,307,353,210,54,2015
 José Mari,MDC,Levante UD,"6'0""",67,67,296,322,324,188,49,2015
 E. Velázquez,DC,Getafe CF,"6'1""",66,69,176,188,293,218,50,2015
 Arroyo,DC,Getafe CF,"5'11""",78,67,207,209,332,218,50,2015
 Thomas,MDC,UD Almería,"6'1""",68,77,264,284,344,202,44,2015
 A. Gunino,DLD,Córdoba CF,"5'6""",77,85,298,321,397,195,48,2015
 P. Ekeng,DLD,Córdoba CF,"5'11""",78,79,302,298,385,201,56,2015
 Iago Bouzón,DC,Córdoba CF,"6'0""",54,54,230,233,284,207,57,2015
 Luís Martins,AG,Grenade CF,"5'9""",76,74,288,353,359,201,45,2015
 A. Robles,DC,Atlético Madrid,"6'0""",73,74,236,265,317,190,37,2015
 Hélder Costa,AG,Deportivo La Corogne,"5'10""",85,83,280,315,385,72,45,2015
 M. Ødegaard,MOC,Real Madrid,"5'9""",72,81,260,307,377,128,57,2015
 T. Bongonda,AD,RC Celta,"5'10""",82,83,276,322,377,82,53,2015
 David Costas,DC,RC Celta,"5'11""",68,69,245,264,322,211,50,2015
 José Ángel,DC,Elche CF,"6'1""",68,59,216,258,312,200,43,2015
 Álvaro,AD,Elche CF,"6'0""",78,79,287,257,370,70,44,2015
 Morcillo,DC,Rayo Vallecano,"6'1""",61,52,241,266,270,203,55,2015
 Sergio Marcos,MOC,Villarreal CF,"5'10""",60,62,312,320,314,128,40,2015
 A. Yoda,MD,Getafe CF,"6'0""",79,79,293,303,352,149,53,2015
 Campabadal,DD,Córdoba CF,"5'10""",73,73,238,258,343,200,53,2015
 Saizar,G,Córdoba CF,"6'3""",43,32,125,129,225,75,336,2015
 Eddy,MDC,Grenade CF,"6'3""",71,71,257,296,342,185,48,2015
 L. Hernández,DC,Atlético Madrid,"5'11""",69,68,249,251,329,199,44,2015
 Diego Llorente,DC,Real Madrid,"6'1""",67,68,239,219,299,201,42,2015
 Aketxe,MOC,Athletic Bilbao,"5'9""",55,65,304,371,344,156,59,2015
 Adriá Carmona,AG,Espanyol Barcelone,"5'7""",77,80,298,309,360,87,65,2015
 Quini,DLD,Rayo Vallecano,"5'9""",78,76,294,276,375,187,52,2015
 N. Leiva,MG,Villarreal CF,"5'9""",68,73,270,293,332,75,51,2015
 R. Chen,DC,Málaga CF,"6'0""",65,56,219,207,283,202,54,2015
 Jona,G,Getafe CF,"6'0""",54,44,125,122,242,75,312,2015
 Fran Vélez,MDC,UD Almería,"5'11""",55,55,233,255,291,194,47,2015
 Derik,DC,Real Madrid,"6'0""",74,67,236,226,328,198,66,2015
 Burgui,MOC,Real Madrid,"6'0""",63,62,295,319,298,70,41,2015
 Borja Fernández,MDC,RC Celta,"5'10""",53,57,211,246,308,170,46,2015
 Aritz Elustondo,DD,Real Sociedad,"6'0""",62,60,238,206,293,198,47,2015
 Jaume,G,Valence CF,"6'1""",33,43,127,139,220,75,328,2015
 Jozabed,MDC,Rayo Vallecano,"5'11""",60,61,253,272,312,171,43,2015
 E. Filipenko,DC,Málaga CF,"6'4""",67,64,216,178,311,195,41,2015
 De Tomás,BU,Real Madrid,"5'10""",67,67,290,273,342,75,46,2015
 A. Callens,DC,Real Sociedad,"6'0""",54,52,193,166,246,199,51,2015
 Aitor Castro,MOC,Real Sociedad,"5'7""",34,63,242,327,305,136,51,2015
 Salva Ruíz,DG,Valence CF,"5'10""",68,69,226,267,324,198,59,2015
 Dani Ramírez,MOC,Valence CF,"5'9""",54,59,304,333,289,124,43,2015
 Akapo,DD,Valence CF,"5'10""",84,79,264,276,359,189,46,2015
 Cotán,MOC,Séville FC,"5'8""",68,64,251,303,339,147,48,2015
 A. Shvets,MDC,Villarreal CF,"6'2""",55,54,250,276,280,172,53,2015
 H. Khaloua,BU,UD Almería,"5'8""",75,69,250,235,353,75,57,2015
 Iván Sánchez,AD,UD Almería,"5'9""",82,84,233,286,390,65,46,2015
 S. Okoro,AT,UD Almería,"5'7""",84,89,247,287,399,75,60,2015
 Pinillos,DG,Córdoba CF,"6'0""",75,72,237,256,340,199,49,2015
 C. Bravo,BU,Grenade CF,"5'7""",78,79,261,271,374,70,53,2015
 Aguza,MDC,Real Madrid,"5'10""",63,60,259,299,316,174,50,2015
 Etxeberría,DD,Athletic Bilbao,"5'11""",67,65,226,233,322,193,42,2015
 David Soto,DC,RC Celta,"5'11""",59,60,184,154,296,202,52,2015
 Pau,G,Espanyol Barcelone,"6'2""",52,45,129,124,255,75,313,2015
 Julián Luque,AD,Espanyol Barcelone,"5'9""",69,71,247,315,339,86,53,2015
 Álex Moreno,AG,Rayo Vallecano,"5'10""",78,76,271,308,350,82,49,2015
 Marín,DLG,Villarreal CF,"5'10""",71,72,261,278,345,194,48,2015
 Alfonso,MOC,Villarreal CF,"6'0""",56,58,300,307,275,136,46,2015
 E. Alic,DC,Villarreal CF,"6'2""",55,53,226,200,272,183,46,2015
 Aitor,G,Villarreal CF,"6'0""",53,58,117,113,298,75,313,2015
 D. Machís,BU,Grenade CF,"5'7""",75,73,260,264,371,78,44,2015
 Remeseiro,MOC,Deportivo La Corogne,"5'11""",54,56,285,303,289,133,43,2015
 Pacheco,G,Real Madrid,"6'1""",44,48,122,122,256,75,306,2015
 Óscar Gil,MDC,Athletic Bilbao,"6'0""",34,54,245,263,242,174,48,2015
 David Goldar,DC,RC Celta,"5'11""",54,52,211,211,280,192,59,2015
 Tropi,MDC,Valence CF,"5'8""",59,60,249,255,311,182,45,2015
 Sivera,G,Valence CF,"6'0""",52,51,141,139,270,75,310,2015
 Irazusta,G,SD Eibar,"6'0""",52,43,114,127,245,75,312,2015
 Carlos Fernández,BU,Séville FC,"6'1""",55,49,258,190,268,66,49,2015
 Luismi,DC,Séville FC,"5'11""",54,35,195,197,258,194,48,2015
 A. Cousillas,G,Málaga CF,"6'0""",47,42,142,135,259,71,303,2015
 C. Took,DC,UD Almería,"6'0""",61,56,201,197,293,184,43,2015
 Dani Romera,BU,UD Almería,"5'7""",68,76,253,286,362,75,50,2015
 S. Dimitrievski,G,Grenade CF,"6'1""",47,45,122,126,231,75,307,2015
 Héctor,BU,Atlético Madrid,"5'8""",64,65,265,241,322,75,55,2015
 Samuel Saiz,MOC,Atlético Madrid,"5'8""",68,77,250,296,364,75,57,2015
 Marcos Llorente,MC,Real Madrid,"5'11""",68,63,233,276,313,151,46,2015
 Bustinza,DD,Athletic Bilbao,"5'9""",62,69,241,237,318,182,52,2015
 Yelko Pino,MOC,RC Celta,"5'8""",63,56,279,297,318,135,61,2015
 Bardaji,G,Real Sociedad,"6'4""",56,52,135,126,281,75,304,2015
 Ayala,DC,Valence CF,"5'10""",78,77,245,225,344,173,53,2015
 Tendillo,DC,Valence CF,"5'9""",55,61,208,174,297,188,51,2015
 S. Leuko,DD,Valence CF,"5'9""",68,64,259,259,322,190,47,2015
 Gálvez,DC,Elche CF,"6'3""",45,42,247,222,213,179,48,2015
 Sergi Guilló,MDC,Elche CF,"5'11""",68,69,249,305,347,165,53,2015
 José Ángel,MG,UD Almería,"6'0""",68,61,265,324,297,144,47,2015
 Uxío,DC,Córdoba CF,"5'11""",68,68,225,280,324,183,48,2015
 M. N'Doye,BU,Atlético Madrid,"5'10""",90,89,274,238,400,70,60,2015
 Dani Iglesias,BU,Deportivo La Corogne,"5'11""",56,57,294,269,287,71,57,2015
 Mayoral,BU,Real Madrid,"5'11""",73,71,242,203,331,75,46,2015
 Enzo Fernández,AD,Real Madrid,"6'1""",54,55,251,345,306,74,45,2015
 G. Varela,DC,Real Madrid,"5'7""",50,63,208,228,288,215,61,2015
 Rubén Duarte,DG,Espanyol Barcelone,"5'11""",64,66,224,250,311,189,51,2015
 Eneko Capilla,MOC,Real Sociedad,"5'9""",66,62,253,298,314,121,47,2015
 Iker Hernández,BU,Real Sociedad,"6'2""",49,48,285,226,230,75,50,2015
 Samu,DD,Elche CF,"5'8""",68,68,267,272,339,173,51,2015
 M. Anaba,MOC,Elche CF,"5'11""",66,58,250,275,304,102,49,2015
 Pol Freixanet,G,Elche CF,"6'3""",47,44,138,142,220,75,298,2015
 Fran Sol,BU,Villarreal CF,"5'11""",68,65,264,268,335,71,44,2015
 Cubillas,BU,Villarreal CF,"6'3""",64,50,258,249,261,68,63,2015
 Vigaray,DD,Getafe CF,"6'0""",50,56,246,241,283,185,45,2015
 Antonio Marín,DD,UD Almería,"5'10""",65,65,233,230,321,174,54,2015
 Puertas,BU,UD Almería,"5'10""",65,61,247,215,320,69,55,2015
 Mario Martos,AT,UD Almería,"5'9""",72,74,256,243,333,75,40,2015
 Yeray,G,UD Almería,"6'4""",50,44,126,132,255,75,302,2015
 Sillero,G,Córdoba CF,"6'0""",44,49,126,123,248,75,300,2015
 I. Success,BU,Grenade CF,"6'1""",70,72,255,227,323,70,50,2015
 Carlos Ramos,MC,Atlético Madrid,"5'11""",65,65,255,257,311,139,55,2015
 Cañi,AD,Deportivo La Corogne,"5'8""",54,55,264,312,302,122,52,2015
 Jonathan De Amo,DC,RC Celta,"6'3""",68,53,178,201,274,177,53,2015
 Rober,DD,Espanyol Barcelone,"6'0""",73,68,241,234,335,177,52,2015
 Aday Benítez,AT,Espanyol Barcelone,"5'10""",65,66,237,243,329,81,53,2015
 Alain,MC,Real Sociedad,"5'10""",34,51,239,273,276,153,56,2015
 Chiri,G,Elche CF,"5'10""",54,55,131,124,281,75,286,2015
 Juan Muñoz,BU,Séville FC,"6'1""",55,51,247,207,280,75,43,2015
 David Soria,G,Séville FC,"6'4""",34,49,125,129,214,75,293,2015
 Mode,DD,Séville FC,"5'8""",77,79,192,214,346,177,55,2015
 Jason,AD,Levante UD,"5'10""",78,79,283,260,362,75,49,2015
 Kike Torrent,DC,Levante UD,"6'2""",66,53,212,228,283,177,53,2015
 Jordi César,DC,Levante UD,"5'11""",67,59,222,223,295,175,56,2015
 J. Ayina,BU,Getafe CF,"5'11""",78,70,248,213,319,72,50,2015
 Carbonell,DC,Getafe CF,"6'0""",72,64,212,211,304,179,50,2015
 U. Agbo,DC,Grenade CF,"6'1""",68,66,214,234,306,181,44,2015
 Fran Morante,DC,Grenade CF,"5'11""",61,55,191,159,290,183,55,2015
 Dani Espejo,MG,Atlético Madrid,"5'9""",67,68,238,243,328,143,51,2015
 Nacho Monsalve,DC,Atlético Madrid,"5'11""",59,57,175,154,285,182,50,2015
 S. Keita,BU,Atlético Madrid,"6'0""",62,58,258,238,290,73,46,2015
 Bernabé,G,Atlético Madrid,"6'2""",46,45,122,121,229,75,288,2015
 Iago López,DC,Deportivo La Corogne,"5'10""",66,64,204,191,299,183,54,2015
 Cardoso,MD,Deportivo La Corogne,"5'9""",58,66,271,279,296,100,36,2015
 Mikel Juaristi,DC,Athletic Bilbao,"5'11""",64,53,241,232,266,173,49,2015
 Iván Villar,G,RC Celta,"6'0""",46,50,122,116,246,75,291,2015
 Jairo Morilla,BU,Espanyol Barcelone,"6'0""",66,65,233,241,328,84,54,2015
 A. Diarra,DC,Real Sociedad,"6'1""",63,64,193,165,290,158,56,2015
 Rubén Ramiro,AG,Rayo Vallecano,"5'9""",67,70,237,259,351,75,45,2015
 Toni Arranz,MC,Rayo Vallecano,"5'10""",61,63,199,241,310,148,52,2015
 Moi,DG,Séville FC,"5'11""",68,70,189,221,309,189,43,2015
 L. Suárez,MOC,Villarreal CF,"5'6""",82,83,258,274,392,75,48,2015
 Juan Delgado,BU,Levante UD,"5'10""",54,62,275,236,298,73,53,2015
 Matías,BU,Levante UD,"5'8""",68,77,249,257,344,68,42,2015
 E. Buendía,MC,Getafe CF,"5'7""",60,56,201,244,300,152,45,2015
 Álex Felip,MC,Getafe CF,"5'10""",58,63,208,237,294,155,45,2015
 Gaspar,MG,UD Almería,"5'7""",63,62,243,245,319,82,49,2015
 Fran Serrano,DC,Córdoba CF,"6'2""",55,57,189,161,252,181,51,2015
 S. Marreh,MDC,Grenade CF,"6'0""",55,60,177,204,298,176,51,2015
 David Gómez,G,Deportivo La Corogne,"5'9""",49,43,123,125,246,75,281,2015
 P. Diop,MC,RC Celta,"5'11""",67,62,230,245,305,151,51,2015
 Joan Jordán,MC,Espanyol Barcelone,"6'0""",64,63,236,246,313,143,54,2015
 Lauren Egea,BU,Espanyol Barcelone,"6'0""",58,58,253,225,284,74,47,2015
 Andrés,G,Espanyol Barcelone,"6'4""",42,37,130,125,193,75,283,2015
 Nacho Porcar,DC,Elche CF,"6'0""",66,53,210,197,284,180,52,2015
 Tano Bonnin,DC,Villarreal CF,"6'0""",63,58,177,204,292,170,49,2015
 Ovejero,G,Levante UD,"6'0""",44,47,120,121,248,75,283,2015
 L. Ferrone,DD,Levante UD,"6'0""",65,69,208,202,315,174,53,2015
 Zagalá,G,Levante UD,"5'11""",48,50,122,121,239,75,281,2015
 Ivi,BU,Getafe CF,"5'9""",54,54,241,201,289,70,54,2015
 Pere Milla,AG,Getafe CF,"5'10""",58,61,243,236,282,67,57,2015
 Carlos Selfa,MDC,UD Almería,"6'0""",51,47,194,228,264,167,54,2015
 José Fran,AG,Córdoba CF,"5'10""",73,76,238,259,342,83,49,2015
 S. Piette,DC,Deportivo La Corogne,"5'8""",65,66,228,251,319,168,46,2015
 Samu Araújo,DG,RC Celta,"5'7""",72,73,190,187,334,176,54,2015
 Borja Iglesias,BU,RC Celta,"6'2""",49,56,247,197,268,70,66,2015
 Pol Llonch,MD,Espanyol Barcelone,"5'7""",62,61,237,268,300,134,56,2015
 Peral,MD,Elche CF,"5'10""",67,63,276,264,282,102,50,2015
 Moha,BU,Elche CF,"6'1""",73,69,219,209,306,75,51,2015
 Mario,DC,Rayo Vallecano,"5'9""",55,59,170,164,274,178,53,2015
 Isi,MOC,Rayo Vallecano,"5'8""",58,67,223,294,327,110,49,2015
 C. Flórez,DG,Rayo Vallecano,"5'10""",68,69,208,231,309,177,50,2015
 Tena,DC,Séville FC,"5'11""",60,61,221,241,288,179,49,2015
 Kuki Zalazar,BU,Málaga CF,"5'9""",65,63,231,257,309,70,61,2015
 Astray,MOC,Getafe CF,"5'11""",66,51,240,263,281,121,46,2015
 Kevin,DD,RC Celta,"5'8""",58,68,203,194,307,171,59,2015
 Diego Alende,DC,RC Celta,"5'11""",61,57,171,153,289,160,52,2015
 Galas,DC,Espanyol Barcelone,"5'11""",60,60,186,157,293,170,44,2015
 Caballé,MD,Espanyol Barcelone,"6'1""",67,66,240,260,302,132,51,2015
 Raíllo,DC,Espanyol Barcelone,"6'1""",56,62,170,156,269,167,64,2015
 Mario Arqués,MOC,Elche CF,"5'10""",61,53,240,257,271,112,56,2015
 Juanje,MD,Séville FC,"5'6""",73,72,244,254,339,71,49,2015
 Iván Rodríguez,DD,Málaga CF,"5'11""",66,62,160,201,298,192,43,2015
 P. Quaye,DC,Málaga CF,"5'10""",65,67,235,242,325,168,53,2015
 Edu Payá,DD,Getafe CF,"5'11""",70,74,155,173,332,172,45,2015
 J. Pírez,BU,Getafe CF,"6'2""",66,60,254,215,296,76,46,2015
 Djalo,DC,Grenade CF,"6'4""",55,62,155,161,254,176,55,2015
 Martin Merquelanz,MOC,Real Sociedad,"5'9""",65,67,217,267,318,123,49,2015
 Héctor,MG,Real Sociedad,"5'7""",71,73,246,274,329,140,49,2015
 Aleix García,MOC,Villarreal CF,"5'8""",61,67,249,282,304,112,45,2015
 R. Lafarge,DC,Getafe CF,"6'1""",59,62,179,159,267,168,40,2015
 Sabin Merino,BU,Athletic Bilbao,"6'1""",75,73,252,202,311,75,47,2015
 Sanz,MC,Real Sociedad,"5'9""",59,56,204,230,294,142,53,2015
 Darlan Bispo,MOC,Real Sociedad,"5'9""",59,62,227,283,305,118,50,2015
 Alex Campos,G,Rayo Vallecano,"5'11""",42,45,130,122,267,75,261,2015
 Pablo,MD,Málaga CF,"5'10""",72,68,236,241,330,98,49,2015
 Deco,MD,Málaga CF,"5'6""",71,61,208,243,338,147,39,2015
 Samu Casado,G,Málaga CF,"6'1""",45,44,128,150,226,75,257,2015
 Villalón,DC,Getafe CF,"6'0""",61,59,169,171,280,162,48,2015
 P. M'Baka,MC,Getafe CF,"5'10""",61,64,195,235,302,147,45,2015
 Sergio García,MOC,Córdoba CF,"6'0""",61,53,227,239,281,114,49,2015
 Marc de Val,MDC,Córdoba CF,"5'11""",52,54,209,231,288,158,50,2015
 Magdaleno,MG,Athletic Bilbao,"5'10""",58,59,226,269,297,137,43,2015
 T. Christensen,MD,Elche CF,"5'8""",66,64,242,262,316,129,41,2015
 Clavería,MDC,Rayo Vallecano,"5'11""",66,65,202,239,312,147,52,2015
 Akieme,DG,Rayo Vallecano,"5'9""",62,67,182,191,297,161,56,2015
 J. Bijimine,MDC,Córdoba CF,"6'3""",59,46,228,247,263,144,39,2015
 Lekue,MDC,Athletic Bilbao,"5'11""",63,62,230,231,298,147,61,2015
 Javi Jiménez,DLG,Villarreal CF,"5'8""",61,64,182,217,297,151,52,2015
 Álex Remiro,G,Athletic Bilbao,"6'3""",43,44,127,120,242,75,246,2015
 Yeray,DC,Athletic Bilbao,"6'0""",76,72,152,164,311,152,47,2015
 L. Messi,AD,FC Barcelone,"5'7""",90,95,417,450,464,57,54,2016
 Cristiano Ronaldo,BU,Real Madrid,"6'1""",93,91,431,421,428,76,58,2016
 Neymar,AG,FC Barcelone,"5'9""",90,91,383,418,443,78,59,2016
 L. Suárez,AT,FC Barcelone,"6'0""",78,88,413,413,403,113,153,2016
 Iniesta,MOC,FC Barcelone,"5'7""",75,76,372,418,409,170,45,2016
 Sergio Ramos,DC,Real Madrid,"6'0""",79,78,362,351,381,264,46,2016
 G. Bale,AD,Real Madrid,"6'0""",95,93,401,424,412,187,52,2016
 L. Modrić,MC,Real Madrid,"5'9""",74,78,365,417,427,217,52,2016
 T. Kroos,MC,Real Madrid,"6'0""",52,59,386,426,329,191,51,2016
 J. Rodríguez,MOC,Real Madrid,"5'11""",78,78,416,420,398,102,64,2016
 D. Godín,DC,Atlético Madrid,"6'1""",69,68,313,295,340,261,49,2016
 Sergio Busquets,MDC,FC Barcelone,"6'2""",48,54,325,369,298,249,48,2016
 K. Benzema,BU,Real Madrid,"6'2""",84,82,404,367,384,40,41,2016
 Piqué,DC,FC Barcelone,"6'4""",68,56,343,316,307,256,58,2016
 I. Rakitić,MC,FC Barcelone,"6'0""",67,69,378,433,353,170,51,2016
 A. Griezmann,AG,Atlético Madrid,"5'9""",86,86,407,403,414,56,63,2016
 Dani Alves,DD,FC Barcelone,"5'8""",89,84,359,393,422,239,38,2016
 Jordi Alba,DG,FC Barcelone,"5'7""",92,93,352,373,442,245,60,2016
 Pepe,DC,Real Madrid,"6'2""",77,68,262,266,339,262,47,2016
 Isco,MOC,Real Madrid,"5'9""",71,77,356,414,395,105,51,2016
 Koke,MG,Atlético Madrid,"5'10""",72,76,358,410,389,149,54,2016
 C. Bravo,G,FC Barcelone,"6'0""",54,58,86,144,320,48,416,2016
 J. Mascherano,MDC,FC Barcelone,"5'9""",67,69,311,328,370,256,34,2016
 A. Turan,MOC,FC Barcelone,"5'10""",70,79,389,404,395,187,52,2016
 Marcelo,DLG,Real Madrid,"5'9""",83,78,353,392,409,248,36,2016
 A. Laporte,DC,Athletic Bilbao,"6'2""",74,63,244,333,322,259,45,2016
 J. Oblak,G,Atlético Madrid,"6'1""",60,43,81,81,298,44,403,2016
 Filipe Luís,DG,Atlético Madrid,"6'0""",85,78,338,381,379,251,49,2016
 J. Mathieu,DC,FC Barcelone,"6'2""",79,72,347,335,344,245,51,2016
