name,poste,Team,taille,accélération,speed,offensif,technique,mouvement,defense general,gardien general,Years
 M. Arnautović,AD,Stoke City,"6'4""",79,79,373,378,364,106,59,2015
 M. Diouf,BU,Stoke City,"6'1""",87,81,365,229,386,89,58,2015
 G. Ramirez,MOC,Hull City,"6'0""",74,77,352,387,371,122,46,2015
 L. Fabiański,G,Swansea City,"6'3""",47,50,125,127,263,75,382,2015
 B. Gomis,BU,Swansea City,"6'0""",73,68,367,308,317,103,51,2015
 F. Delph,MG,Aston Villa,"5'9""",79,81,319,354,406,204,45,2015
 C. Sánchez,MDC,Aston Villa,"6'0""",67,66,293,329,322,210,39,2015
 S. Naismith,MOC,Everton,"5'10""",78,76,347,320,376,136,51,2015
 A. Koné,BU,Everton,"6'0""",86,75,340,313,371,88,37,2015
 S. Distin,DC,Everton,"6'4""",73,68,272,252,295,232,39,2015
 C. Atsu,AG,Everton,"5'8""",90,94,312,332,438,82,51,2015
 L. Osman,MOC,Everton,"5'8""",68,54,372,376,364,174,49,2015
 D. Gibson,MC,Everton,"5'11""",66,52,344,356,307,226,50,2015
 J. Allen,MC,Liverpool,"5'6""",66,74,287,336,395,197,44,2015
 R. Lambert,BU,Liverpool,"6'2""",47,49,368,370,288,79,57,2015
 A. Lindegaard,G,Manchester United,"6'4""",55,47,125,136,288,75,380,2015
 Rafael,DLD,Manchester United,"5'8""",82,84,321,341,408,229,42,2015
 D. Janmaat,DD,Newcastle United,"6'1""",77,75,330,333,368,224,45,2015
 R. Green,G,Queens Park Rangers,"6'3""",34,42,125,125,237,75,375,2015
 L. Fer,MC,Queens Park Rangers,"6'2""",76,74,362,314,366,215,56,2015
 E. Vargas,AD,Queens Park Rangers,"5'9""",87,82,355,362,419,92,49,2015
 M. Zárate,MOC,Queens Park Rangers,"5'9""",73,77,352,387,404,99,52,2015
 Sandro,DC,Queens Park Rangers,"6'2""",76,68,327,320,336,236,56,2015
 N. Clyne,DLD,Southampton,"5'9""",86,87,310,317,407,231,51,2015
 V. Wanyama,DC,Southampton,"6'2""",72,64,332,328,352,232,54,2015
 S. Long,BU,Southampton,"5'11""",84,85,351,282,394,84,50,2015
 S. Davis,MD,Southampton,"5'8""",73,75,334,369,389,201,44,2015
 V. Chiricheş,DC,Tottenham Hotspur,"6'0""",76,77,318,272,363,234,50,2015
 B. Stambouli,MDC,Tottenham Hotspur,"5'11""",64,68,281,318,349,225,57,2015
 S. Downing,MG,West Ham United,"5'11""",76,77,362,386,377,114,58,2015
 Nenê,AG,West Ham United,"5'11""",69,67,373,396,358,75,48,2015
 J. Rodwell,MC,Sunderland,"6'2""",74,68,358,340,352,214,52,2015
 S. Fletcher,BU,Sunderland,"6'1""",73,69,351,265,361,68,56,2015
 J. Olsson,DC,West Bromwich Albion,"6'4""",54,50,315,294,259,222,57,2015
 Y. Mulumbu,MDC,West Bromwich Albion,"5'10""",67,68,281,310,353,227,64,2015
 S. Dann,DC,Crystal Palace,"6'3""",55,49,238,223,287,232,42,2015
 P. Crouch,BU,Stoke City,"6'7""",54,52,373,313,271,80,53,2015
 J. Cork,MDC,Swansea City,"6'1""",65,65,315,286,347,222,47,2015
 J. Montero,AG,Swansea City,"5'8""",88,89,316,360,401,85,56,2015
 F. Coquelin,MDC,Arsenal,"5'10""",73,71,271,314,375,222,46,2015
 M. Flamini,MDC,Arsenal,"5'10""",67,68,340,332,360,231,33,2015
 A. Diaby,MOC,Arsenal,"6'4""",77,73,355,347,353,213,49,2015
 J. Okore,DC,Aston Villa,"6'0""",86,75,241,234,360,221,65,2015
 T. Cleverley,MD,Aston Villa,"5'9""",76,76,332,355,380,152,55,2015
 C. N'Zogbia,AG,Aston Villa,"5'7""",83,86,334,382,405,140,56,2015
 K. Zouma,DC,Chelsea,"6'3""",79,71,282,285,324,223,54,2015
 J. Stones,DC,Everton,"6'2""",73,72,264,255,358,229,46,2015
 F. Borini,BU,Liverpool,"5'11""",79,79,366,335,376,73,38,2015
 G. Johnson,DLD,Liverpool,"6'0""",79,79,325,339,372,227,35,2015
 José Enrique,DC,Liverpool,"6'0""",84,79,301,339,384,230,69,2015
 L. Shaw,DLG,Manchester United,"6'1""",84,79,274,335,380,229,44,2015
 A. Januzaj,MG,Manchester United,"5'11""",79,86,296,369,397,67,50,2015
 S. Taylor,DC,Newcastle United,"6'1""",52,54,275,247,272,226,50,2015
 R. Dunne,DC,Queens Park Rangers,"6'2""",24,22,205,166,178,230,56,2015
 S. Caulker,DC,Queens Park Rangers,"6'3""",77,69,241,267,339,232,53,2015
 A. McCarthy,G,Queens Park Rangers,"6'4""",56,58,132,134,260,75,365,2015
 N. Kranjčar,MOC,Queens Park Rangers,"6'1""",62,59,359,396,331,108,40,2015
 M. Isla,MD,Queens Park Rangers,"5'10""",79,84,319,365,405,220,31,2015
 R. Bertrand,DLG,Southampton,"5'10""",81,81,297,334,380,227,59,2015
 E. Elia,AD,Southampton,"5'9""",88,92,323,347,420,81,48,2015
 F. Forster,G,Southampton,"6'7""",35,32,126,132,207,75,378,2015
 J. Rodriguez,BU,Southampton,"6'1""",85,84,370,313,389,72,58,2015
 W. Reid,DC,West Ham United,"6'3""",79,68,246,229,314,233,54,2015
 M. Noble,MC,West Ham United,"5'11""",53,54,334,359,314,211,49,2015
 E. Valencia,BU,West Ham United,"5'10""",84,86,341,339,394,133,49,2015
 M. Jarvis,AD,West Ham United,"5'7""",84,86,329,359,412,102,34,2015
 K. Nolan,BU,West Ham United,"6'0""",54,50,379,340,304,182,55,2015
 M. Amalfitano,MD,West Ham United,"5'9""",75,68,345,371,361,153,43,2015
 R. Huth,DC,Leicester City,"6'3""",53,48,272,238,239,227,54,2015
 C. Pantilimon,G,Sunderland,"6'8""",42,48,137,134,213,75,369,2015
 L. Cattermole,DC,Sunderland,"5'10""",69,69,308,322,346,235,59,2015
 B. Ideye,BU,West Bromwich Albion,"5'11""",79,77,352,281,376,87,52,2015
 J. Speroni,G,Crystal Palace,"6'1""",43,42,123,122,269,75,372,2015
 M. Jedinák,DC,Crystal Palace,"6'2""",64,51,331,325,310,221,60,2015
 Y. Bolasie,AD,Crystal Palace,"6'1""",88,89,305,337,408,81,44,2015
 M. Chamakh,BU,Crystal Palace,"6'1""",68,67,371,357,340,132,56,2015
 G. Whelan,MDC,Stoke City,"5'11""",54,32,330,360,298,211,61,2015
 S. Sidwell,MDC,Stoke City,"5'10""",54,65,344,336,338,229,43,2015
 S. Ireland,MOC,Stoke City,"5'8""",56,73,330,348,363,133,55,2015
 P. Wollscheid,DC,Stoke City,"6'4""",52,50,247,184,258,228,43,2015
 V. Moses,MG,Stoke City,"5'10""",83,85,338,359,396,94,51,2015
 M. Dawson,DC,Hull City,"6'2""",31,34,203,201,241,232,43,2015
 T. Huddlestone,MDC,Hull City,"6'2""",55,34,371,374,244,212,43,2015
 C. Davies,DC,Hull City,"6'2""",68,69,231,209,334,228,46,2015
 Àngel Rangel,DLD,Swansea City,"5'11""",65,65,329,334,332,224,44,2015
 L. Britton,MDC,Swansea City,"5'6""",68,68,288,350,382,211,50,2015
 W. Routledge,MG,Swansea City,"5'7""",84,85,316,316,410,110,54,2015
 S. Given,G,Aston Villa,"6'1""",46,41,137,130,262,75,366,2015
 Carles Gil,MD,Aston Villa,"5'7""",69,72,307,361,357,113,53,2015
 C. Clark,DC,Aston Villa,"6'2""",67,64,309,283,314,220,54,2015
 A. Alcaraz,DC,Everton,"6'2""",54,51,254,235,291,226,51,2015
 V. Anita,MDC,Newcastle United,"5'6""",76,79,276,331,401,212,58,2015
 Y. Gouffran,BU,Newcastle United,"5'9""",77,78,371,337,385,138,51,2015
 N. Onuoha,DC,Queens Park Rangers,"6'2""",80,75,277,272,328,222,53,2015
 J. Barton,MC,Queens Park Rangers,"5'11""",58,59,346,365,336,210,45,2015
 A. Faurlín,MC,Queens Park Rangers,"6'1""",62,64,333,357,344,216,49,2015
 S. Mané,AD,Southampton,"5'9""",91,90,331,359,424,101,51,2015
 F. Đuričić,MOC,Southampton,"5'11""",78,78,326,377,386,99,43,2015
 J. Ward-Prowse,MD,Southampton,"5'8""",71,73,321,391,369,180,59,2015
 F. Gardoş,DC,Southampton,"6'4""",60,55,298,263,288,224,56,2015
 D. Rose,DLG,Tottenham Hotspur,"5'8""",84,82,321,319,386,227,50,2015
 N. Bentaleb,MC,Tottenham Hotspur,"6'2""",63,72,306,345,343,190,54,2015
 A. Townsend,AG,Tottenham Hotspur,"5'11""",89,89,322,350,396,89,54,2015
 J. Collins,DC,West Ham United,"6'4""",34,51,247,251,223,219,58,2015
 K. Schmeichel,G,Leicester City,"6'1""",50,40,120,123,264,75,378,2015
 J. O'Shea,DC,Sunderland,"6'3""",45,51,257,257,276,229,55,2015
 A. Réveillère,DD,Sunderland,"5'11""",67,68,310,319,339,222,51,2015
 W. Brown,DC,Sunderland,"6'1""",53,54,238,247,281,225,60,2015
 D. Fletcher,DC,West Bromwich Albion,"6'0""",54,58,357,326,312,235,47,2015
 C. Gardner,MC,West Bromwich Albion,"5'9""",54,58,345,360,330,212,55,2015
 J. Shackell,DC,Burnley,"6'4""",67,68,251,242,309,224,33,2015
 D. Ings,BU,Burnley,"5'10""",89,89,341,292,405,81,52,2015
 J. Ward,DC,Crystal Palace,"6'2""",72,71,299,278,348,227,38,2015
 W. Zaha,AD,Crystal Palace,"5'11""",85,85,293,321,403,93,56,2015
 J. Puncheon,MD,Crystal Palace,"5'8""",78,79,327,367,382,107,63,2015
 P. Souaré,DG,Crystal Palace,"5'10""",76,81,303,368,373,218,51,2015
 G. Cameron,DC,Stoke City,"6'3""",72,79,308,327,359,225,48,2015
 R. Snodgrass,MOC,Hull City,"6'0""",63,69,331,386,337,122,54,2015
 F. Fernández,DC,Swansea City,"6'3""",54,54,202,215,275,228,58,2015
 J. Shelvey,MC,Swansea City,"6'0""",68,66,340,363,334,169,59,2015
 N. Dyer,AD,Swansea City,"5'6""",90,92,294,320,429,123,56,2015
 Jordi Amat,DC,Swansea City,"6'1""",69,64,228,238,319,226,41,2015
 Ki Sung Yueng,MOC,Swansea City,"6'1""",69,65,337,383,329,187,44,2015
 K. Richardson,DLG,Aston Villa,"5'9""",77,79,337,364,384,216,40,2015
 G. Agbonlahor,BU,Aston Villa,"5'11""",92,88,365,322,380,103,40,2015
 A. Weimann,AT,Aston Villa,"6'2""",77,77,318,311,358,97,49,2015
 L. Kozák,BU,Aston Villa,"6'4""",63,62,328,255,275,72,45,2015
 A. Cissokho,DC,Aston Villa,"5'11""",76,76,300,295,350,229,52,2015
 J. Cole,MOC,Aston Villa,"5'9""",59,62,351,386,348,96,46,2015
 M. Lowton,DD,Aston Villa,"5'11""",72,74,335,299,355,209,38,2015
 M. Bešić,DC,Everton,"5'10""",77,73,274,322,374,229,48,2015
 Joel Robles,G,Everton,"6'5""",52,49,125,124,255,75,367,2015
 E. Can,MD,Liverpool,"6'2""",79,78,326,353,380,216,49,2015
 M. Williamson,DC,Newcastle United,"6'4""",42,64,259,235,243,227,42,2015
 J. Colback,MDC,Newcastle United,"5'9""",67,75,291,333,366,217,30,2015
 J. Gutiérrez,MG,Newcastle United,"6'0""",62,68,332,356,340,196,46,2015
 R. Taylor,DG,Newcastle United,"5'10""",58,67,320,378,341,220,38,2015
 Ayoze Pérez,BU,Newcastle United,"5'10""",79,81,329,356,393,72,52,2015
 R. Mason,MC,Tottenham Hotspur,"5'9""",70,68,326,351,359,205,52,2015
 E. Dier,DC,Tottenham Hotspur,"6'2""",74,57,307,324,285,212,48,2015
 B. Davies,DLG,Tottenham Hotspur,"5'11""",79,82,293,315,376,227,40,2015
 J. Tomkins,DC,West Ham United,"6'3""",64,64,233,225,296,227,43,2015
 J. Jääskeläinen,G,West Ham United,"6'3""",52,50,124,121,228,75,361,2015
 L. Ulloa,BU,Leicester City,"6'1""",65,62,341,306,314,117,51,2015
 M. Schwarzer,G,Leicester City,"6'4""",46,50,123,122,257,75,358,2015
 A. Kramarić,BU,Leicester City,"5'11""",72,78,335,341,380,75,53,2015
 S. Vergini,DC,Sunderland,"6'3""",73,67,263,285,331,227,35,2015
 V. Mannone,G,Sunderland,"6'2""",60,59,138,130,280,75,364,2015
 G. McAuley,DC,West Bromwich Albion,"6'5""",34,52,251,211,227,218,47,2015
 J. Morrison,AD,West Bromwich Albion,"5'10""",68,73,365,350,370,176,49,2015
 C. Brunt,MG,West Bromwich Albion,"6'1""",62,68,343,387,329,151,48,2015
 S. Berahino,BU,West Bromwich Albion,"5'11""",80,82,315,321,372,72,52,2015
 K. Trippier,DD,Burnley,"5'10""",82,84,304,348,391,216,49,2015
 D. Delaney,DC,Crystal Palace,"6'3""",50,46,241,220,236,224,47,2015
 M. Kelly,DC,Crystal Palace,"6'3""",73,69,295,281,328,227,36,2015
 J. McArthur,MDC,Crystal Palace,"5'10""",67,68,306,345,361,215,58,2015
 B. Hangeland,DC,Crystal Palace,"6'5""",30,34,248,220,188,215,50,2015
 E. Pieters,DG,Stoke City,"6'0""",67,68,276,312,327,223,56,2015
 C. Adam,MOC,Stoke City,"6'1""",46,55,374,379,299,173,31,2015
 P. Odemwingie,BU,Stoke City,"6'0""",77,78,363,353,374,88,56,2015
 A. McGregor,G,Hull City,"6'0""",42,33,135,136,259,75,365,2015
 N. Jelavić,BU,Hull City,"6'2""",69,68,325,323,321,75,40,2015
 A. Hernández,BU,Hull City,"6'1""",91,90,327,310,401,73,38,2015
 M. Diamé,MC,Hull City,"6'1""",79,79,342,332,370,222,53,2015
 J. Livermore,MDC,Hull City,"5'11""",68,69,333,344,348,205,46,2015
 G. Tremmel,G,Swansea City,"6'3""",49,45,122,119,240,75,354,2015
 Nélson Oliveira,BU,Swansea City,"6'1""",76,77,338,319,357,99,34,2015
 C. Chambers,DD,Arsenal,"6'0""",71,64,299,314,326,220,51,2015
 A. Westwood,MC,Aston Villa,"5'9""",66,69,290,351,363,186,46,2015
 S. Sinclair,AD,Aston Villa,"5'10""",88,89,315,348,407,81,57,2015
 A. Hutton,DC,Aston Villa,"6'1""",71,69,266,317,330,222,54,2015
 P. Senderos,DC,Aston Villa,"6'3""",51,32,222,177,223,219,62,2015
 T. Kalas,DC,Chelsea,"6'0""",77,78,244,220,364,221,34,2015
 T. Hibbert,DC,Everton,"5'8""",54,54,240,183,308,231,64,2015
 E. Rivière,BU,Newcastle United,"6'0""",76,79,340,262,368,98,56,2015
 M. Phillips,AD,Queens Park Rangers,"6'0""",88,89,303,323,392,101,61,2015
 J. Hoilett,AD,Queens Park Rangers,"5'8""",89,87,331,337,411,74,45,2015
 M. Yoshida,DC,Southampton,"6'2""",67,67,244,238,342,220,50,2015
 C. Kouyaté,DC,West Ham United,"6'4""",87,67,290,277,344,218,48,2015
 D. Sakho,BU,West Ham United,"6'0""",78,76,325,291,347,69,55,2015
 D. Simpson,DD,Leicester City,"5'10""",74,76,284,267,373,218,53,2015
 M. Upson,DC,Leicester City,"6'1""",29,33,229,214,209,215,46,2015
 S. Larsson,MD,Sunderland,"5'10""",66,51,370,390,338,182,49,2015
 C. Wickham,BU,Sunderland,"6'2""",76,76,329,321,350,77,47,2015
 L. Bridcutt,DLD,Sunderland,"5'7""",70,68,291,312,369,217,57,2015
 B. Myhill,G,West Bromwich Albion,"6'3""",46,41,138,140,251,75,358,2015
 C. McManaman,AD,West Bromwich Albion,"5'9""",78,83,287,283,391,79,57,2015
 V. Anichebe,BU,West Bromwich Albion,"6'1""",78,67,348,258,319,124,54,2015
 S. Pocognoli,DLG,West Bromwich Albion,"6'0""",79,78,313,349,377,217,50,2015
 T. Heaton,G,Burnley,"6'2""",53,54,127,126,304,75,361,2015
 J. Ledley,MG,Crystal Palace,"6'0""",72,74,330,336,365,200,52,2015
 W. Hennessey,G,Crystal Palace,"6'6""",41,50,125,125,255,75,371,2015
 Lee Chung Yong,MD,Crystal Palace,"5'10""",78,77,337,345,383,134,30,2015
 Marc Muniesa,DC,Stoke City,"5'10""",74,67,277,286,338,217,62,2015
 M. Wilson,DD,Stoke City,"6'2""",68,68,300,307,331,222,44,2015
 J. Butland,G,Stoke City,"6'5""",48,51,135,134,277,75,358,2015
 P. Bardsley,DC,Stoke City,"5'11""",68,68,285,281,339,223,40,2015
 A. Elmohamady,MD,Hull City,"6'0""",79,81,351,355,365,201,42,2015
 K. Naughton,DD,Swansea City,"5'11""",78,76,306,264,365,217,46,2015
 L. Bacuna,MD,Aston Villa,"6'2""",82,80,347,369,370,207,63,2015
 J. Grealish,MG,Aston Villa,"5'10""",80,83,291,337,379,75,46,2015
 N. Baker,DC,Aston Villa,"6'2""",55,52,212,167,251,223,46,2015
 J. Flanagan,DC,Liverpool,"5'11""",75,74,263,256,357,222,58,2015
 F. Ferreyra,BU,Newcastle United,"6'2""",63,66,314,271,329,68,54,2015
 C. Jenkinson,DLD,West Ham United,"6'1""",79,74,299,309,358,221,60,2015
 A. Cresswell,DLG,West Ham United,"5'7""",82,79,281,335,401,217,46,2015
 C. Cole,BU,West Ham United,"6'3""",52,66,332,268,293,72,51,2015
 M. Albrighton,AD,Leicester City,"5'9""",79,77,322,349,367,77,56,2015
 W. Morgan,DC,Leicester City,"6'1""",56,48,199,209,253,211,40,2015
 D. Drinkwater,MC,Leicester City,"5'10""",69,68,299,320,350,183,42,2015
 D. Nugent,BU,Leicester City,"5'11""",74,80,325,298,366,64,65,2015
 S. Coates,DC,Sunderland,"6'5""",67,50,220,179,266,227,68,2015
 P. van Aanholt,MG,Sunderland,"5'9""",90,90,300,293,413,213,40,2015
 C. Baird,DC,West Bromwich Albion,"5'11""",54,65,316,293,326,219,46,2015
 C. Gamboa,DLD,West Bromwich Albion,"5'9""",90,89,295,324,417,202,51,2015
 G. Boyd,MD,Burnley,"6'1""",66,64,324,355,339,160,49,2015
 M. Kightly,MG,Burnley,"5'8""",78,79,312,303,388,93,46,2015
 M. Gilks,G,Burnley,"6'1""",47,44,127,129,255,75,352,2015
 G. Murray,BU,Crystal Palace,"6'1""",64,58,331,273,323,73,57,2015
 D. Gayle,BU,Crystal Palace,"5'10""",85,88,321,304,404,70,44,2015
 A. Wilkinson,DC,Stoke City,"5'11""",64,67,245,260,330,224,59,2015
 J. Chester,DC,Hull City,"5'11""",77,69,247,269,355,216,57,2015
 R. Brady,MG,Hull City,"5'9""",79,78,304,353,389,142,42,2015
 A. Robertson,DG,Hull City,"5'10""",85,77,292,290,383,202,45,2015
 S. Aluko,AG,Hull City,"5'8""",86,88,315,359,405,107,45,2015
 N. Taylor,DLG,Swansea City,"5'10""",69,78,268,315,365,222,62,2015
 S. Gnabry,MD,Arsenal,"5'8""",85,85,283,299,388,131,45,2015
 J. Ibe,AG,Liverpool,"5'9""",85,83,274,280,385,147,56,2015
 B. Jones,G,Liverpool,"6'3""",55,52,127,121,225,75,353,2015
 M. Haïdara,DG,Newcastle United,"5'11""",76,78,267,326,349,216,56,2015
 B. Zamora,BU,Queens Park Rangers,"6'1""",47,50,348,339,282,93,47,2015
 Yun Suk Young,DLG,Queens Park Rangers,"6'0""",83,83,317,310,386,208,53,2015
 S. Diakité,DLD,Queens Park Rangers,"6'1""",62,76,275,309,339,218,44,2015
 K. Davis,G,Southampton,"6'1""",46,51,125,121,277,75,337,2015
 E. Mayuka,BU,Southampton,"5'10""",90,91,288,306,412,80,56,2015
 J. O'Brien,DC,West Ham United,"5'11""",64,64,296,292,322,225,43,2015
 G. Demel,DC,West Ham United,"6'2""",63,55,272,296,278,224,46,2015
 M. Wasilewski,DC,Leicester City,"6'1""",54,33,282,255,214,204,44,2015
 R. Mahrez,AG,Leicester City,"5'10""",83,82,291,332,391,69,49,2015
 J. Vardy,BU,Leicester City,"5'10""",89,87,309,285,394,111,57,2015
 R. De Laet,DD,Leicester City,"6'1""",86,88,256,251,363,211,61,2015
 A. Knockaert,AG,Leicester City,"5'8""",71,78,322,344,385,78,50,2015
 B. Jones,DD,Sunderland,"5'11""",72,73,281,320,351,211,53,2015
 D. Graham,BU,Sunderland,"6'0""",57,51,327,291,300,106,48,2015
 A. Wisdom,DC,West Bromwich Albion,"6'1""",74,73,252,244,332,219,48,2015
 B. Mee,DC,Burnley,"5'11""",69,69,256,255,339,211,53,2015
 D. Jones,MC,Burnley,"6'0""",68,69,320,357,336,192,59,2015
 S. Arfield,MD,Burnley,"5'10""",71,73,317,335,360,183,59,2015
 S. Vokes,BU,Burnley,"6'2""",65,63,325,281,309,92,47,2015
 M. Taylor,MC,Burnley,"5'10""",50,53,343,367,301,190,68,2015
 S. Ward,DG,Burnley,"6'0""",67,68,329,315,332,211,57,2015
 A. Barnes,BU,Burnley,"6'1""",69,74,333,306,352,115,42,2015
 J. Mutch,MD,Crystal Palace,"6'2""",79,75,316,363,364,193,51,2015
 F. Campbell,BU,Crystal Palace,"5'8""",84,86,334,277,395,92,55,2015
 J. Williams,MD,Crystal Palace,"5'6""",76,79,294,307,388,119,49,2015
 A. Mariappa,DC,Crystal Palace,"5'10""",74,75,239,235,365,220,47,2015
 J. Walters,BU,Stoke City,"6'0""",69,68,348,317,355,158,40,2015
 T. Sørensen,G,Stoke City,"6'5""",59,46,125,120,238,75,352,2015
 D. Meyler,MDC,Hull City,"6'2""",63,57,331,313,311,186,58,2015
 D. Tiendalli,DD,Swansea City,"5'9""",82,76,261,277,371,211,37,2015
 B. Oviedo,MG,Everton,"5'8""",75,79,302,329,383,204,52,2015
 Manquillo,DLD,Liverpool,"5'11""",78,84,269,321,363,207,55,2015
 R. Aarons,AG,Newcastle United,"5'9""",85,88,305,330,367,87,43,2015
 A. Traoré,MG,Queens Park Rangers,"6'1""",85,86,308,324,369,206,38,2015
 A. King,BU,Leicester City,"6'0""",67,69,340,327,335,178,32,2015
 C. Wood,BU,Leicester City,"6'3""",65,61,309,286,297,88,64,2015
 L. Moore,DC,Leicester City,"6'1""",76,70,244,210,341,206,37,2015
 W. Buckley,AD,Sunderland,"6'0""",85,78,303,305,382,72,38,2015
 Jordi Gómez,MOC,Sunderland,"5'10""",54,63,324,365,320,141,42,2015
 D. Marney,MDC,Burnley,"6'0""",66,69,333,319,325,199,44,2015
 L. Jutkiewicz,BU,Burnley,"6'1""",76,74,307,286,351,90,48,2015
 S. Ameobi,BU,Crystal Palace,"6'3""",41,52,321,271,268,102,53,2015
 Y. Sanogo,BU,Crystal Palace,"6'4""",69,78,304,266,320,70,58,2015
 S. Quinn,MOC,Hull City,"5'6""",69,75,328,347,388,170,37,2015
 Y. Sagbo,BU,Hull City,"6'0""",67,73,306,269,348,75,44,2015
 M. Emnes,AD,Swansea City,"5'11""",79,89,318,308,388,104,47,2015
 T. Carroll,MOC,Swansea City,"5'10""",69,69,294,341,369,150,47,2015
 Héctor Bellerín,DLD,Arsenal,"5'10""",92,89,285,305,408,200,56,2015
 G. Gardner,BU,Aston Villa,"6'1""",60,53,358,353,286,170,54,2015
 C. Herd,DC,Aston Villa,"5'8""",74,74,277,273,359,195,63,2015
 N. Powell,MOC,Manchester United,"6'0""",74,75,303,305,354,98,56,2015
 P. Dummett,DC,Newcastle United,"6'0""",71,72,271,300,359,209,58,2015
 R. Elliot,G,Newcastle United,"6'2""",48,47,127,126,257,75,341,2015
 S. Ameobi,AG,Newcastle United,"6'4""",85,79,317,329,359,78,41,2015
 G. Obertan,AD,Newcastle United,"6'1""",84,88,293,291,372,88,51,2015
 K. Henry,DC,Queens Park Rangers,"6'1""",55,55,288,292,297,219,56,2015
 Cristian Ceballos,AG,Tottenham Hotspur,"6'0""",76,79,307,341,373,73,41,2015
 P. Konchesky,DC,Leicester City,"5'10""",64,61,275,314,330,211,63,2015
 M. James,MC,Leicester City,"5'10""",70,69,301,334,337,195,49,2015
 C. Dawson,DC,West Bromwich Albion,"6'2""",68,67,224,186,299,207,29,2015
 M. Duff,DC,Burnley,"6'1""",34,32,229,203,227,206,50,2015
 M. Keane,DC,Burnley,"6'2""",58,65,220,228,282,211,51,2015
 R. Wallace,MD,Burnley,"5'6""",79,76,279,339,386,129,47,2015
 J. Thomas,MG,Crystal Palace,"5'10""",72,76,308,302,350,93,51,2015
 L. Rosenior,DD,Hull City,"5'10""",78,79,283,280,359,208,52,2015
 S. Harper,G,Hull City,"6'2""",51,34,120,126,244,75,341,2015
 N. Aké,DG,Chelsea,"5'11""",77,77,279,318,355,201,45,2015
 D. Boyata,DC,Manchester City,"6'2""",67,68,249,210,306,211,48,2015
 M. Abeid,MOC,Newcastle United,"5'11""",70,74,279,321,350,176,56,2015
 D. Yedlin,MD,Tottenham Hotspur,"5'8""",93,94,291,279,420,187,46,2015
 D. Hammond,MC,Leicester City,"6'0""",52,53,286,305,305,181,54,2015
 J. Davidson,DG,West Bromwich Albion,"5'11""",72,78,297,282,343,201,51,2015
 F. Ulvestad,MOC,Burnley,"6'0""",68,72,301,338,346,144,53,2015
 A. Guédioura,AT,Crystal Palace,"5'10""",75,69,320,295,347,187,54,2015
 J. Hunt,DLD,Crystal Palace,"5'9""",82,88,266,285,377,201,53,2015
 A. Bruce,DC,Hull City,"5'11""",54,33,212,201,272,207,49,2015
 E. Jakupović,G,Hull City,"6'3""",47,46,134,132,234,75,335,2015
 K. Bartley,DC,Swansea City,"6'4""",67,68,213,192,273,198,42,2015
 J. Bennett,DG,Aston Villa,"5'10""",71,76,244,288,356,202,44,2015
 L. Garbutt,MG,Everton,"5'10""",73,73,284,338,345,193,49,2015
 J. Wilson,BU,Manchester United,"6'0""",84,81,280,265,356,70,57,2015
 J. Robinson,DG,Queens Park Rangers,"5'11""",76,77,244,279,370,212,52,2015
 J. Schlupp,AG,Leicester City,"5'10""",86,87,297,287,398,189,38,2015
 M. Sordell,BU,Burnley,"5'10""",86,84,305,295,377,96,52,2015
 P. McShane,DC,Hull City,"6'0""",63,48,263,204,270,197,54,2015
 A. Richards,DLD,Swansea City,"5'9""",71,73,263,287,339,206,35,2015
 T. Blackett,DC,Manchester United,"6'2""",76,67,254,301,293,184,58,2015
 B. Amos,G,Manchester United,"6'4""",45,50,125,122,258,75,327,2015
 J. Alnwick,G,Newcastle United,"6'2""",55,44,131,139,255,75,324,2015
 B. Murphy,G,Queens Park Rangers,"6'0""",32,34,121,125,224,75,323,2015
 D. Henry,DC,West Ham United,"6'0""",72,72,260,223,302,185,49,2015
 B. Hamer,G,Leicester City,"6'4""",45,49,124,126,260,75,326,2015
 K. Long,DC,Burnley,"6'2""",61,63,182,197,291,193,39,2015
 W. Palacios,DC,Stoke City,"5'10""",53,66,319,329,337,204,51,2015
 J. Dudgeon,DC,Hull City,"5'9""",67,68,275,247,326,194,41,2015
 C. Hill,DC,Queens Park Rangers,"6'0""",31,27,229,192,205,216,52,2015
 P. Gazzaniga,G,Southampton,"6'5""",62,56,132,133,290,75,336,2015
 H. Reed,MDC,Southampton,"5'9""",68,71,267,298,355,182,49,2015
 T. Lawrence,MOC,Leicester City,"5'9""",67,74,282,310,333,102,45,2015
 C. Logan,G,Leicester City,"6'2""",38,55,125,133,246,75,320,2015
 K. Anderson,BU,Crystal Palace,"5'9""",74,79,274,229,363,75,36,2015
 K. Appiah,BU,Crystal Palace,"5'11""",91,90,281,252,409,107,38,2015
 G. Zelalem,MD,Arsenal,"5'11""",63,71,279,323,330,139,54,2015
 K. Palmer,MD,Chelsea,"5'11""",77,74,268,321,337,142,54,2015
 T. Browning,DC,Everton,"5'11""",78,71,223,200,323,194,46,2015
 S. Yesil,BU,Liverpool,"5'11""",75,76,276,269,369,75,45,2015
 Pozo,MOC,Manchester City,"5'7""",70,75,292,304,351,75,33,2015
 S. Gallagher,BU,Southampton,"6'4""",65,64,270,224,288,84,55,2015
 G. Hall,DC,Tottenham Hotspur,"6'3""",66,63,206,181,280,192,57,2015
 J. Pickford,G,Sunderland,"6'1""",41,48,127,120,245,75,325,2015
