name,poste,Team,taille,accélération,speed,offensif,technique,mouvement,defense general,gardien general,Years
 C. Jorquera,MOC,Parma,"5'9""",69,75,315,360,360,102,55,2015
 R. Palladino,MOC,Parma,"6'0""",79,78,318,353,373,75,61,2015
 A. Costa,DC,Parma,"6'0""",68,68,229,263,332,214,43,2015
 M. Benassi,MC,Torino,"6'0""",69,75,332,354,356,184,44,2015
 J. Martínez,AD,Torino,"5'8""",88,88,324,328,408,73,55,2015
 I. Piris,DC,Udinese,"5'9""",74,80,268,304,388,228,60,2015
 S. Widmer,MD,Udinese,"6'0""",82,80,317,342,362,212,39,2015
 E. Badu,AD,Udinese,"5'8""",80,84,326,326,404,208,51,2015
 G. Pinzi,MDC,Udinese,"5'10""",66,66,338,321,328,208,41,2015
 A. Bizzarri,G,Chievo Vérone,"6'4""",45,55,126,124,271,75,359,2015
 E. Schelotto,MD,Chievo Vérone,"6'2""",84,76,324,338,354,199,37,2015
 B. Cesar,DC,Chievo Vérone,"6'3""",55,53,193,182,230,221,43,2015
 Rafael Marques,DC,Hellas Vérone,"6'0""",55,55,228,210,284,223,46,2015
 G. Rodríguez,DC,Hellas Vérone,"6'1""",55,60,191,232,299,226,49,2015
 D. Brivio,DC,Hellas Vérone,"6'1""",68,68,280,313,331,222,38,2015
 N. López,AG,Hellas Vérone,"5'10""",79,85,328,342,394,75,39,2015
 L. Sepe,G,Empoli,"6'3""",46,49,131,126,245,75,350,2015
 E. Hysaj,DD,Empoli,"6'0""",84,80,279,258,380,214,47,2015
 Mário Rui,DLG,Empoli,"5'7""",84,88,274,320,424,210,44,2015
 M. Vecino,MC,Empoli,"6'2""",68,68,314,330,332,194,15,2015
 M. Silvestre,DC,Sampdoria,"6'1""",55,53,242,292,277,222,14,2015
 A. Romagnoli,DC,Sampdoria,"6'2""",66,66,214,222,315,221,47,2015
 A. Acquah,MC,Sampdoria,"5'10""",79,79,302,324,382,198,34,2015
 M. Marchionni,MOC,Sampdoria,"5'8""",58,69,334,364,356,153,44,2015
 M. Diakité,DC,Cagliari,"6'4""",79,64,207,207,279,217,47,2015
 Danilo Avelar,DG,Cagliari,"6'1""",76,68,281,347,343,212,15,2015
 D. Conti,MDC,Cagliari,"5'10""",50,54,326,371,307,195,20,2015
 A. Lazaar,DLG,Palerme,"6'0""",82,82,288,319,394,212,48,2015
 C. Terzi,DC,Palerme,"5'11""",66,52,229,217,306,228,49,2015
 A. Lazzari,MC,Fiorentina,"6'0""",71,69,327,383,341,189,40,2015
 G. Marchese,DG,Genoa,"5'11""",73,69,298,298,344,226,52,2015
 N. Leali,G,Cesena,"6'4""",32,33,125,125,195,75,349,2015
 S. Vrsaljko,DD,Sassuolo,"6'0""",83,79,302,321,379,205,53,2015
 S. Floccari,BU,Sassuolo,"5'11""",68,68,338,316,343,77,45,2015
 G. Migliaccio,DC,Atalanta,"5'11""",59,54,322,293,329,219,49,2015
 D. Zappacosta,DD,Atalanta,"6'0""",79,78,333,321,366,222,40,2015
 R. Bianchi,BU,Atalanta,"6'2""",69,62,337,278,330,73,47,2015
 E. Braafheid,DG,Lazio Rome,"5'11""",75,77,289,342,369,213,49,2015
 G. Sculli,AG,Lazio Rome,"5'10""",67,70,348,334,360,76,46,2015
 I. Strinić,DG,Naples,"6'1""",81,79,283,313,368,211,50,2015
 M. Gobbi,DG,Parma,"6'0""",69,64,309,280,327,214,43,2015
 D. Galloppa,MC,Parma,"5'11""",61,60,318,366,334,127,50,2015
 L. Skorupski,G,AS Rome,"6'3""",50,48,128,128,248,75,337,2015
 S. Uçan,MOC,AS Rome,"6'0""",76,79,303,321,386,200,43,2015
 G. Curci,G,AS Rome,"6'3""",43,43,125,133,254,75,348,2015
 M. Basha,MC,Torino,"5'11""",65,67,304,339,340,195,34,2015
 S. Scuffet,G,Udinese,"6'3""",50,50,129,129,275,73,348,2015
 E. Zukanović,DC,Chievo Vérone,"6'3""",54,54,253,323,269,231,53,2015
 I. Cofie,MD,Chievo Vérone,"5'11""",79,77,323,342,375,185,43,2015
 R. Botta,MG,Chievo Vérone,"5'8""",79,85,314,385,398,81,40,2015
 I. Radovanovic,MDC,Chievo Vérone,"6'1""",64,59,289,329,311,215,22,2015
 J. Gomez,AD,Hellas Vérone,"5'11""",85,83,341,325,392,79,43,2015
 L. Greco,MDC,Hellas Vérone,"6'0""",66,69,333,348,336,201,40,2015
 F. Sørensen,DC,Hellas Vérone,"6'4""",67,53,206,219,268,223,51,2015
 M. Pucciarelli,AD,Empoli,"5'9""",78,86,328,274,403,78,33,2015
 F. Tavano,MOC,Empoli,"5'7""",68,76,337,364,375,82,49,2015
 S. Verdi,AG,Empoli,"5'7""",82,88,306,340,420,81,48,2015
 A. Palombo,MDC,Sampdoria,"5'10""",68,68,294,353,342,207,43,2015
 E. Muñoz,DC,Sampdoria,"6'1""",58,58,208,200,283,217,47,2015
 M. Capuano,DC,Cagliari,"6'1""",69,65,223,220,334,217,45,2015
 L. Ceppitelli,DC,Cagliari,"6'1""",67,59,212,170,294,224,46,2015
 Diego Farías,AD,Cagliari,"5'8""",84,90,301,332,414,76,33,2015
 M. Jajalo,MC,Palerme,"6'0""",68,58,318,357,330,198,42,2015
 F. Bolzoni,MDC,Palerme,"5'11""",58,64,300,318,334,200,53,2015
 S. Makienok,BU,Palerme,"6'7""",67,65,313,280,289,75,49,2015
 M. Niang,AD,Genoa,"6'0""",88,82,331,342,382,75,17,2015
 S. Lucchini,DC,Cesena,"6'1""",55,53,204,213,278,218,59,2015
 G. Defrel,AG,Cesena,"5'10""",80,82,325,334,382,75,54,2015
 A. Floro Flores,AG,Sassuolo,"6'0""",74,76,342,356,361,77,41,2015
 G. Pegolo,G,Sassuolo,"6'0""",42,44,134,115,252,75,347,2015
 M. Sportiello,G,Atalanta,"6'4""",38,48,129,119,256,75,348,2015
 A. Masiello,DC,Atalanta,"6'1""",73,67,273,252,324,218,52,2015
 R. Boakye,BU,Atalanta,"5'11""",85,79,322,238,347,72,49,2015
 M. Brozović,MD,Inter,"5'11""",68,73,287,346,342,193,45,2015
 Felipe,DC,Inter,"6'2""",53,50,230,254,301,218,34,2015
 L. Marrone,MC,Juventus,"6'0""",65,55,285,340,311,197,22,2015
 S. Gentiletti,DC,Lazio Rome,"6'0""",69,69,232,237,334,214,50,2015
 Pedro Mendes,DC,Parma,"6'2""",66,64,185,245,303,219,44,2015
 M. Mariga,MDC,Parma,"6'2""",64,56,280,309,286,201,49,2015
 L. Castellazzi,G,Torino,"6'4""",53,57,122,126,282,75,346,2015
 Barreto,AD,Torino,"5'7""",76,86,325,358,403,75,40,2015
 I. Bubnjić,DC,Udinese,"6'2""",65,55,192,200,277,220,51,2015
 Gabriel Silva,DLG,Udinese,"5'10""",78,76,316,340,364,212,38,2015
 M. Wagué,DC,Udinese,"6'3""",65,55,206,192,301,214,34,2015
 N. Frey,DC,Chievo Vérone,"6'0""",72,68,247,265,330,225,48,2015
 S. Pellissier,AT,Chievo Vérone,"5'9""",64,54,334,323,315,73,37,2015
 N. Pozzi,BU,Chievo Vérone,"6'0""",69,69,331,291,329,75,41,2015
 C. Biraghi,DG,Chievo Vérone,"6'0""",83,79,287,304,370,209,44,2015
 J. Sala,MC,Hellas Vérone,"6'0""",69,69,331,344,346,200,35,2015
 F. Benussi,G,Hellas Vérone,"6'2""",34,50,129,133,267,75,346,2015
 P. Zieliński,MD,Empoli,"5'11""",69,70,319,338,353,123,45,2015
 V. Regini,DG,Sampdoria,"6'1""",71,70,242,248,343,216,46,2015
 A. Coda,DC,Sampdoria,"6'3""",52,52,217,201,270,218,47,2015
 A. Frison,G,Sampdoria,"6'3""",45,45,128,125,235,75,340,2015
 D. Mesbah,DG,Sampdoria,"5'10""",77,77,316,347,366,202,40,2015
 A. Balzano,DD,Cagliari,"5'9""",76,74,249,247,364,220,52,2015
 D. Dessena,DD,Cagliari,"6'0""",71,76,315,334,358,209,15,2015
 L. Crisetig,MC,Cagliari,"6'0""",64,58,296,336,328,177,15,2015
 A. Cragno,G,Cagliari,"6'0""",37,41,125,129,216,75,338,2015
 J. Hušbauer,AD,Cagliari,"6'0""",79,78,342,331,369,202,35,2015
 F. Pisano,DLD,Cagliari,"5'9""",90,90,250,294,421,209,20,2015
 S. Ujkani,G,Palerme,"6'1""",49,51,135,122,270,75,347,2015
 R. Quaison,MD,Palerme,"5'11""",69,69,315,350,347,167,47,2015
 A. Belotti,BU,Palerme,"5'11""",76,72,304,284,348,71,48,2015
 F. Bernardeschi,AD,Fiorentina,"6'0""",78,75,297,345,348,68,59,2015
 L. Antonini,DD,Genoa,"6'0""",78,76,290,325,371,214,41,2015
 L. Pavoletti,BU,Genoa,"6'2""",67,68,306,245,331,70,51,2015
 L. Ariaudo,DC,Genoa,"6'1""",55,44,214,231,270,219,42,2015
 E. Cascione,MDC,Cesena,"6'2""",61,66,288,327,328,196,46,2015
 F. Peluso,DC,Sassuolo,"6'2""",69,64,277,291,302,222,23,2015
 F. Magnanelli,MDC,Sassuolo,"5'11""",68,68,303,327,331,189,38,2015
 S. Missiroli,MD,Sassuolo,"6'3""",70,67,319,343,312,160,53,2015
 D. Lazarević,AD,Sassuolo,"5'9""",92,87,291,315,397,97,42,2015
 V. Avramov,G,Atalanta,"6'2""",30,38,133,134,217,75,340,2015
 Rubinho,G,Juventus,"6'1""",37,47,128,123,261,75,335,2015
 Pereirinha,DLD,Lazio Rome,"5'9""",79,84,293,317,391,203,40,2015
 D. Novaretti,DC,Lazio Rome,"6'4""",55,54,214,228,242,213,42,2015
 G. Mesto,MD,Naples,"5'11""",78,74,313,318,362,199,33,2015
 B. Lobonţ,G,AS Rome,"6'1""",50,50,125,125,240,75,350,2015
 C. Molinaro,MG,Torino,"6'0""",83,77,290,315,365,214,43,2015
 G. Pasquale,MG,Udinese,"5'11""",74,68,310,334,346,215,51,2015
 Lucas Evangelista,MG,Udinese,"5'11""",76,76,311,331,357,170,54,2015
 G. Sardo,DC,Chievo Vérone,"6'3""",64,53,307,293,273,217,47,2015
 C. Puggioni,G,Chievo Vérone,"6'2""",34,44,134,125,251,75,339,2015
 I. Martić,DD,Hellas Vérone,"6'0""",69,75,272,299,336,208,37,2015
 A. Ioniţă,MD,Hellas Vérone,"6'0""",72,68,325,331,333,184,48,2015
 F. Barba,DC,Empoli,"6'2""",60,55,201,202,267,220,46,2015
 D. Bassi,G,Empoli,"6'3""",34,40,128,122,236,75,340,2015
 L. Mchedlidze,BU,Empoli,"6'3""",69,64,302,291,292,83,50,2015
 T. Guarente,MC,Empoli,"6'0""",55,59,292,346,310,203,51,2015
 G. Bergessio,BU,Sampdoria,"5'10""",69,76,320,300,358,82,32,2015
 F. Cacciatore,DD,Sampdoria,"6'0""",79,77,284,265,370,205,42,2015
 A. Duncan,MC,Sampdoria,"5'10""",74,72,290,331,355,191,34,2015
 D. Čop,BU,Cagliari,"6'0""",69,65,308,312,350,81,60,2015
 João Pedro,MOC,Cagliari,"6'0""",77,72,334,342,351,141,55,2015
 M. Morganella,DD,Palerme,"6'0""",80,75,277,327,362,216,45,2015
 F. Renzetti,DG,Cesena,"5'8""",81,79,281,308,386,198,39,2015
 G. Mudingayi,DC,Cesena,"5'11""",63,67,275,318,339,228,50,2015
 G. Marilungo,AD,Cesena,"5'9""",79,83,329,333,397,72,53,2015
 D. Biondini,MC,Sassuolo,"5'11""",68,68,300,312,351,191,49,2015
 M. Brighi,MC,Sassuolo,"5'10""",57,58,332,336,320,179,46,2015
 L. Antei,DC,Sassuolo,"6'2""",61,58,192,212,286,217,52,2015
 J. Rossini,DC,Sassuolo,"6'2""",70,68,211,208,327,208,36,2015
 G. Bellini,DC,Atalanta,"5'11""",54,53,266,274,302,214,63,2015
 N. Cherubin,DC,Atalanta,"6'2""",55,49,201,169,271,214,37,2015
 M. D'Alessandro,AD,Atalanta,"5'8""",88,92,293,302,415,74,46,2015
 J. Obi,AG,Inter,"5'10""",82,85,305,300,402,201,57,2015
 P. De Ceglie,DLG,Juventus,"6'0""",85,75,311,333,369,207,22,2015
 D. Cataldi,MOC,Lazio Rome,"5'11""",69,73,298,347,355,143,44,2015
 B. Perea,BU,Lazio Rome,"6'2""",79,77,321,318,324,85,35,2015
 D. Bonera,DC,Milan,"6'0""",55,53,213,215,292,234,10,2015
 L. Paredes,MOC,AS Rome,"5'11""",76,78,307,362,373,158,43,2015
 P. Jansson,DC,Torino,"6'4""",75,50,211,267,297,215,36,2015
 G. Silva,DC,Torino,"6'1""",65,61,257,231,292,211,44,2015
 S. Perica,BU,Udinese,"6'4""",74,70,293,250,324,72,58,2015
 A. Geijo,BU,Udinese,"6'2""",64,55,323,312,300,78,45,2015
 F. Signorelli,MC,Empoli,"5'10""",68,68,277,302,342,176,55,2015
 N. Murru,DG,Cagliari,"5'11""",78,78,252,268,359,216,20,2015
 I. Chochev,MC,Palerme,"6'2""",65,60,314,325,297,186,51,2015
 João Silva,BU,Palerme,"6'1""",69,65,277,226,316,75,45,2015
 F. Della Rocca,MC,Palerme,"6'2""",65,67,298,314,340,159,55,2015
 A. Rosi,MD,Fiorentina,"6'0""",82,79,284,319,360,197,42,2015
 D. Laxalt,MG,Genoa,"5'10""",79,79,289,345,376,165,44,2015
 F. Agliardi,G,Cesena,"6'3""",45,45,131,129,237,75,335,2015
 R. Cazzola,MC,Cesena,"6'2""",55,53,296,323,279,168,36,2015
 P. Bianco,DC,Sassuolo,"6'0""",55,31,187,180,237,215,57,2015
 E. Terranova,DC,Sassuolo,"6'1""",69,68,193,220,334,206,38,2015
 V. Belec,G,Inter,"6'4""",43,53,123,124,244,75,327,2015
 Bruno Uvini,DC,Naples,"6'2""",62,50,214,240,261,206,66,2015
 J. Mauri,MD,Parma,"5'7""",69,75,286,321,376,176,43,2015
 A. Christiansen,MOC,Chievo Vérone,"5'7""",72,77,301,330,366,172,40,2015
 G. Campanharo,MD,Hellas Vérone,"5'8""",69,69,303,334,339,189,49,2015
 V. Laurini,DD,Empoli,"5'8""",71,76,238,274,371,203,53,2015
 L. Đorđević,AD,Sampdoria,"6'0""",79,79,326,270,352,70,57,2015
 S. Colombi,G,Cagliari,"6'2""",35,45,135,133,239,75,326,2015
 F. Daprelà,MG,Palerme,"6'1""",78,74,283,294,346,204,35,2015
 A. Rosati,G,Fiorentina,"6'4""",31,32,123,131,221,75,321,2015
 E. Lamanna,G,Genoa,"6'1""",33,29,134,135,204,75,336,2015
 Z. Bergdich,MG,Genoa,"5'10""",80,80,278,301,355,181,48,2015
 M. Volta,DC,Cesena,"6'2""",62,55,196,211,304,204,44,2015
 D. Capelli,DC,Cesena,"6'0""",33,34,195,200,204,209,32,2015
 G. Perico,DD,Cesena,"6'0""",73,68,266,291,329,203,10,2015
 Y. Chibsah,MDC,Sassuolo,"5'10""",70,79,270,296,369,185,33,2015
 C. Del Grosso,DG,Atalanta,"5'9""",69,78,259,291,377,205,60,2015
 V. Rosseti,BU,Atalanta,"6'0""",65,65,323,321,321,81,48,2015
 K. Coman,AD,Juventus,"5'10""",91,89,315,339,403,77,16,2015
 M. Albertazzi,DC,Milan,"6'1""",71,66,226,252,313,212,47,2015
 H. Mastour,MOC,Milan,"5'9""",69,76,269,320,366,75,54,2015
 A. Ghezzal,BU,Parma,"6'0""",77,71,324,316,344,89,35,2015
 A. Iacobucci,G,Parma,"6'2""",43,44,126,137,243,75,329,2015
 A. Zapata,MG,Udinese,"5'10""",72,75,279,292,366,108,44,2015
 A. Seculin,G,Chievo Vérone,"6'3""",31,30,128,119,204,75,318,2015
 L. Rizzo,MC,Sampdoria,"6'1""",75,69,261,309,330,131,36,2015
 P. Wszołek,MD,Sampdoria,"6'1""",79,78,289,305,342,125,51,2015
 S. Longo,BU,Cagliari,"6'1""",75,75,306,265,349,75,47,2015
 G. Donsah,MD,Cagliari,"5'9""",79,79,274,337,375,186,47,2015
 Caio Rangel,AD,Cagliari,"5'8""",79,79,265,299,375,66,44,2015
 A. Izzo,DC,Genoa,"6'0""",55,61,203,207,293,202,46,2015
 D. Succi,BU,Cesena,"6'0""",68,68,312,284,336,75,40,2015
 M. Djuric,BU,Cesena,"6'6""",61,54,313,267,248,75,38,2015
 L. Giorgi,MD,Cesena,"6'1""",68,63,312,330,310,167,48,2015
 N. Pulzetti,MD,Cesena,"5'9""",69,69,291,303,359,175,37,2015
 A. Tabanelli,MC,Cesena,"6'4""",62,56,293,316,280,123,15,2015
 A. Longhi,DLG,Sassuolo,"6'1""",75,69,263,292,337,187,43,2015
 L. Scaloni,DC,Atalanta,"6'0""",42,48,304,334,264,203,40,2015
 F. Santacroce,DC,Parma,"5'11""",78,78,203,189,357,193,49,2015
 A. Sanabria,BU,AS Rome,"5'11""",75,73,272,241,339,70,53,2015
 R. Aguirre,BU,Udinese,"6'1""",68,66,296,282,307,72,34,2015
 Neuton,DC,Udinese,"6'0""",66,61,228,244,322,194,59,2015
 A. Agostini,DC,Hellas Vérone,"5'9""",65,65,262,293,330,204,54,2015
 M. Valoti,MD,Hellas Vérone,"5'11""",76,76,274,315,348,83,46,2015
 A. González,DC,Cagliari,"6'0""",69,68,199,198,309,220,40,2015
 Emerson,DLG,Palerme,"5'9""",79,79,275,294,375,188,47,2015
 G. De Feudis,MDC,Cesena,"5'7""",64,68,276,306,361,204,42,2015
 A. Rodríguez,BU,Cesena,"5'11""",76,77,295,260,371,73,43,2015
 H. Magnússon,DC,Cesena,"6'3""",54,53,222,259,270,199,35,2015
 T. Strakosha,G,Lazio Rome,"6'4""",46,41,125,121,220,75,315,2015
 R. Colombo,G,Naples,"6'3""",34,27,126,128,196,75,314,2015
 D. Verde,AG,AS Rome,"5'6""",69,69,287,293,324,97,49,2015
 S. Rosso,AG,Torino,"5'11""",69,69,284,307,338,100,49,2015
 E. Pisano,DC,Hellas Vérone,"6'1""",73,69,276,285,344,214,49,2015
 A. Rispoli,MD,Palerme,"6'2""",78,76,268,282,342,210,55,2015
 M. Milanović,DC,Palerme,"6'4""",66,66,217,220,259,184,49,2015
 A. També,DD,Genoa,"6'0""",75,74,239,240,345,189,50,2015
 L. Krajnc,DC,Cesena,"6'2""",65,66,249,252,303,196,48,2015
 W. Bressan,G,Cesena,"6'0""",34,35,127,131,206,75,312,2015
 M. Gazzola,DLD,Sassuolo,"6'0""",69,76,257,288,340,177,43,2015
 A. Pomini,G,Sassuolo,"6'2""",44,44,127,130,235,75,314,2015
 C. Polito,G,Sassuolo,"6'0""",30,44,136,137,220,75,317,2015
 T. Berni,G,Inter,"6'1""",29,29,127,121,188,75,311,2015
 Sergio Buenacasa,BU,Juventus,"6'0""",69,69,279,252,324,68,47,2015
 Y. Bnou-Marzuk,BU,Juventus,"5'11""",69,69,271,275,315,75,22,2015
 Carlos Blanco,DC,Juventus,"6'2""",61,55,180,179,259,203,41,2015
 T. Danilevičius,BU,Parma,"6'2""",55,53,311,257,264,74,52,2015
 S. Masiello,MG,Torino,"5'9""",69,69,287,303,354,221,37,2015
 L. Martinelli,DC,Empoli,"6'1""",55,52,168,151,277,193,42,2015
 Octávio,MOC,Fiorentina,"6'1""",69,66,290,286,305,128,51,2015
 C. Raimondi,MD,Atalanta,"6'0""",59,63,284,301,311,204,50,2015
 A. Lila,DD,Parma,"6'0""",70,64,197,207,292,197,62,2015
 B. Vicente,MDC,Parma,"5'9""",65,68,253,273,350,160,48,2015
 A. Meret,G,Udinese,"6'3""",48,41,128,112,238,70,300,2015
 J. Brillante,DLD,Empoli,"5'10""",69,66,245,269,333,193,47,2015
 W. Carboni,G,Cagliari,"6'0""",46,42,124,124,246,75,296,2015
 C. Nica,DD,Cesena,"6'0""",73,68,236,266,342,169,46,2015
 Zé Eduardo,MD,Cesena,"6'1""",74,74,267,290,350,109,42,2015
 F. Bonazzoli,BU,Inter,"6'4""",69,69,274,264,303,73,41,2015
 G. Puscas,BU,Inter,"5'11""",65,65,253,245,322,67,43,2015
 E. Audero,G,Juventus,"6'2""",53,55,130,125,260,70,303,2015
 M. Tounkara,BU,Lazio Rome,"6'0""",69,69,293,250,328,87,46,2015
 Z. Feddal,DC,Parma,"6'3""",38,34,210,188,186,187,52,2015
 P. Bajza,G,Parma,"6'5""",33,33,124,117,190,75,303,2015
 G. Prestia,DC,Parma,"6'3""",67,58,203,195,277,175,49,2015
 M. Pugliesi,G,Empoli,"6'2""",27,45,123,136,210,75,312,2015
 S. Solinas,AT,Cagliari,"5'10""",68,78,275,286,343,77,15,2015
 L. Lezzerini,G,Fiorentina,"6'5""",44,46,130,119,226,75,307,2015
 A. Gnoukouri,MD,Inter,"5'11""",67,66,277,289,314,163,40,2015
 G. Camara,AD,Inter,"5'9""",79,79,266,274,346,75,39,2015
 M. Vitale,MG,Juventus,"5'11""",69,69,260,298,324,158,53,2015
 R. Stillo,G,Parma,"6'2""",43,49,129,117,225,75,304,2015
 G. Sorcan,G,Chievo Vérone,"6'2""",47,45,128,118,235,75,291,2015
 M. Somma,DC,Empoli,"6'0""",56,63,198,173,283,183,46,2015
 A. De Vitis,MOC,Sampdoria,"6'0""",65,65,282,320,326,127,50,2015
 N. Barella,MD,Cagliari,"5'8""",75,75,254,335,357,141,49,2015
 R. Bagadur,DC,Fiorentina,"6'2""",62,59,196,187,277,182,47,2015
 D. Jawad,AG,Genoa,"6'0""",69,69,285,295,330,73,41,2015
 G. Celeste,G,Sassuolo,"6'0""",44,43,117,120,239,75,298,2015
 C. Oikonomidis,MD,Lazio Rome,"5'11""",69,69,265,301,328,135,49,2015
 M. Antic,MC,Lazio Rome,"6'1""",65,64,258,283,300,171,54,2015
 G. Felicioli,AG,Milan,"5'11""",72,70,270,274,324,98,53,2015
 S. Gori,G,Milan,"6'1""",48,44,124,115,246,75,293,2015
 M. Coda,BU,Parma,"6'0""",55,54,247,261,298,75,54,2015
 N. Lolli,BU,Parma,"5'10""",69,68,274,254,328,75,53,2015
 J. Jankto,MD,Udinese,"5'11""",62,62,263,284,308,149,56,2015
 K. Lulić,MOC,Sampdoria,"6'1""",62,62,274,292,300,164,57,2015
 A. Grassi,MD,Atalanta,"6'0""",56,59,258,290,301,134,44,2015
 I. Donkor,DC,Inter,"5'11""",72,72,173,186,318,187,33,2015
 A. Palazzi,MDC,Inter,"5'10""",50,52,249,263,276,171,63,2015
 A. Mastalli,MD,Milan,"5'9""",65,65,234,287,320,110,41,2015
 I. Jeraldino,BU,Parma,"5'11""",56,55,256,236,278,75,43,2015
 L. Haraslin,AT,Parma,"6'0""",69,69,255,243,312,71,58,2015
 J. Broh Tonye,MD,Parma,"5'9""",63,65,269,270,319,147,48,2015
 M. Ćorić,G,Parma,"6'3""",43,43,124,121,214,75,281,2015
 M. Fares,BU,Hellas Vérone,"6'0""",76,74,276,260,330,75,54,2015
 S. Massolo,G,Sampdoria,"6'1""",48,45,126,117,241,75,289,2015
 M. Suella,AD,Cagliari,"5'10""",64,63,260,265,308,83,20,2015
 A. La Gumina,BU,Palerme,"5'11""",56,56,257,241,299,72,53,2015
 N. Dal Monte,BU,Cesena,"5'7""",50,52,256,235,293,71,49,2015
 A. Donis,BU,Sassuolo,"5'10""",67,71,273,242,315,70,55,2015
 F. Dimarco,DG,Inter,"5'9""",62,62,213,224,304,175,38,2015
 F. Gaetano,MOC,Naples,"5'11""",53,58,250,274,280,141,42,2015
 L. Pellegrini,MOC,AS Rome,"6'1""",66,58,249,267,305,126,48,2015
 F. Lescano,BU,Torino,"6'2""",54,54,254,226,286,75,51,2015
 F. Boni,DC,Hellas Vérone,"5'11""",55,55,176,155,273,187,50,2015
 R. Mandragora,MDC,Genoa,"6'0""",55,56,237,264,291,145,61,2015
 M. Gasperi,MOC,Cesena,"5'9""",68,58,253,282,306,144,50,2015
 L. Fontanesi,DC,Sassuolo,"6'2""",55,60,198,165,261,184,48,2015
 D. Lodesani,AD,Sassuolo,"5'11""",68,67,255,264,316,75,43,2015
 M. Sereni,BU,Sassuolo,"5'9""",65,65,283,259,288,98,47,2015
 M. Velardi,MD,Parma,"6'1""",64,64,246,235,295,138,53,2015
 F. Mattiello,MG,Chievo Vérone,"6'0""",69,69,290,305,313,168,29,2015
 L. Jallow,BU,Chievo Vérone,"5'11""",62,68,285,263,289,85,61,2015
 O. Arzamendia,MD,Hellas Vérone,"5'9""",65,65,256,285,319,128,46,2015
 M. Muroni,MD,Cagliari,"5'8""",69,69,240,273,341,155,39,2015
 A. Bentivegna,AD,Palerme,"5'7""",69,62,270,262,297,87,42,2015
 J. Petriccione,DC,Fiorentina,"5'11""",55,63,253,260,304,170,53,2015
 D. Sommariva,G,Genoa,"6'1""",44,40,125,122,235,75,275,2015
 D. Mordini,DG,Cesena,"5'11""",57,63,208,223,297,181,44,2015
 N. Contini,G,Naples,"6'3""",49,47,125,120,243,75,272,2015
 F. Di Mariano,AG,AS Rome,"5'10""",62,61,231,258,295,81,51,2015
 E. Bearzotti,BU,Hellas Vérone,"5'11""",68,66,229,226,305,75,43,2015
 D. Ivan,MOC,Sampdoria,"5'8""",60,60,261,297,306,145,48,2015
 L. Valzania,MC,Cesena,"6'0""",64,61,223,270,292,125,30,2015
 R. Gaiola,DC,Cesena,"5'10""",58,61,255,260,303,171,56,2015
 A. Romano,MC,Naples,"5'11""",55,53,235,249,284,143,45,2015
 L. Palmiero,MC,Naples,"5'11""",31,55,235,248,263,121,42,2015
 V. Guardiglio,DC,Naples,"5'11""",54,55,232,207,276,166,44,2015
 M. Esposito,DD,Parma,"5'11""",64,64,198,196,319,166,45,2015
 L. Dias Consulin,MC,Parma,"5'11""",55,55,231,254,288,126,38,2015
 P. Gollini,G,Hellas Vérone,"6'2""",48,45,130,122,253,75,262,2015
 P. Cappelluzzo,BU,Hellas Vérone,"6'1""",60,54,232,171,267,72,42,2015
 D. Konate,DC,Empoli,"6'0""",55,55,173,162,269,151,39,2015
 S. Ichazo,G,Torino,"6'2""",46,44,130,125,220,75,266,2015
 G. Graziano,MDC,Torino,"5'11""",55,55,238,247,275,129,47,2015
 F. Pacini,G,Empoli,"6'5""",45,48,122,120,219,75,255,2015
 A. Fulignati,G,Palerme,"6'2""",44,49,124,120,237,75,252,2015
 S. Luperto,DC,Naples,"6'3""",33,52,211,195,242,164,42,2015
 E. Capradossi,DC,AS Rome,"5'11""",63,56,147,135,282,170,43,2015
 M. Saias,DC,Cagliari,"5'11""",54,53,209,196,274,171,10,2015
 T. Velocci,BU,Genoa,"5'9""",69,66,246,217,312,75,36,2015
 L. Benucci,MG,Sassuolo,"6'0""",59,66,211,233,297,184,43,2015
 E. Rovini,MOC,Empoli,"5'7""",69,67,217,233,326,75,34,2015
 L. Gallotti,DG,Genoa,"5'11""",55,60,173,190,289,163,38,2015
 G. Bennati,MC,Genoa,"5'10""",67,63,221,233,310,131,51,2015
 A. Vajushi,AD,Chievo Vérone,"5'7""",63,69,223,226,290,67,48,2015
 A. Yabrè,MD,Cesena,"5'10""",64,69,228,260,310,133,45,2015
 G. Moncini,BU,Cesena,"6'0""",55,45,218,190,273,75,48,2015
 A. Iglio,G,Cesena,"6'1""",40,45,129,121,241,75,229,2015
 M. Fissore,DC,Torino,"5'11""",55,61,144,130,272,126,49,2015
 G. Chiellini,DC,Juventus,"6'2""",79,69,263,237,358,270,15,2016
 P. Pogba,MC,Juventus,"6'3""",79,75,388,419,376,222,20,2016
 G. Higuaín,BU,Naples,"6'0""",83,79,391,358,382,52,39,2016
 Miranda,DC,Inter,"6'1""",77,74,289,265,357,268,53,2016
 A. Barzagli,DC,Juventus,"6'2""",79,69,243,271,362,268,16,2016
 S. Handanovič,G,Inter,"6'4""",57,54,77,100,274,40,411,2016
 G. Buffon,G,Juventus,"6'4""",43,49,95,118,272,32,407,2016
 C. Marchisio,MC,Juventus,"5'11""",79,79,372,406,404,228,17,2016
