name,poste,Team,taille,accélération,speed,offensif,technique,mouvement,defense general,gardien general,Years
 S. Tiéné,DG,Montpellier HSC,"5'10""",64,62,321,356,334,206,61,2015
 L. Pionnier,G,Montpellier HSC,"6'0""",44,44,123,127,232,75,345,2015
 J. Audel,AG,FC Nantes,"5'11""",72,75,322,325,357,70,45,2015
 M. Dupé,G,FC Nantes,"6'2""",42,48,134,124,231,75,339,2015
 J. Delle,G,OGC Nice,"6'3""",46,52,125,120,226,75,342,2015
 K. Gomis,DC,OGC Nice,"6'1""",72,51,195,183,297,201,56,2015
 H. Habibou,BU,Stade Rennais FC,"6'4""",77,76,326,276,344,80,40,2015
 A. Yahia,DC,Stade Malherbe Caen,"6'1""",53,34,260,243,272,201,64,2015
 N. Benezet,AD,Stade Malherbe Caen,"5'8""",86,89,311,302,407,76,53,2015
 Pedrinho,DD,FC Lorient,"5'9""",67,68,279,286,361,209,59,2015
 V. Le Goff,DLG,FC Lorient,"5'9""",71,75,285,306,358,220,43,2015
 M. Autret,AG,FC Lorient,"5'10""",75,74,297,330,362,109,46,2015
 M. Fofana,DC,Stade de Reims,"5'11""",60,62,238,202,311,206,63,2015
 G. Bourillon,MDC,Stade de Reims,"6'2""",59,49,281,281,258,211,45,2015
 Odaïr Fortes,AD,Stade de Reims,"6'1""",91,90,248,293,410,77,45,2015
 C. Mavinga,DG,Stade de Reims,"6'0""",80,80,280,265,351,205,52,2015
 M. Tisserand,MD,Toulouse Football Club,"6'1""",71,75,292,312,338,206,58,2015
 William Matheus,MG,Toulouse Football Club,"5'11""",75,72,294,288,350,204,68,2015
 M. Roman,MD,Toulouse Football Club,"5'9""",79,77,326,317,368,132,50,2015
 D. Veškovac,DC,Toulouse Football Club,"6'2""",64,67,237,246,296,208,54,2015
 A. Angoula,DC,Evian Thonon Gaillard Football Club,"6'0""",43,51,221,230,283,204,50,2015
 C. Cambon,DC,Evian Thonon Gaillard Football Club,"6'0""",68,54,286,257,309,204,48,2015
 Y. Tejeda,MDC,Evian Thonon Gaillard Football Club,"5'10""",66,67,281,303,332,209,61,2015
 D. Nounkeu,DC,Evian Thonon Gaillard Football Club,"6'0""",79,79,254,272,353,194,44,2015
 F. Marange,DC,Sporting Club de Bastia,"5'11""",57,62,262,277,316,213,53,2015
 J. Palmieri,MD,Sporting Club de Bastia,"5'7""",79,81,307,347,396,199,43,2015
 F. Kamano,AD,Sporting Club de Bastia,"6'0""",89,90,311,312,382,89,54,2015
 J. Tallo,BU,Sporting Club de Bastia,"6'1""",69,69,325,302,332,60,57,2015
 R. Lemaître,DG,En Avant de Guingamp,"5'9""",62,65,306,292,328,208,52,2015
 L. Landre,DC,Racing Club de Lens,"6'0""",78,53,208,211,322,201,57,2015
 P. Valdivia,MDC,Racing Club de Lens,"6'1""",64,64,295,309,324,200,43,2015
 S. Meïté,MC,LOSC,"6'2""",69,73,249,292,328,178,46,2015
 Y. Benzia,MOC,Olympique Lyonnais,"5'10""",74,74,317,362,355,91,46,2015
 B. Sarr,MD,FC Metz,"5'10""",76,72,293,295,353,100,53,2015
 S. Marchal,DC,FC Metz,"6'0""",40,29,243,214,219,207,45,2015
 L. Palun,DD,OGC Nice,"6'0""",77,70,306,281,346,201,64,2015
 A. Pléa,AT,OGC Nice,"5'11""",80,79,318,292,357,101,64,2015
 N. Hult,MG,OGC Nice,"5'8""",83,85,226,305,407,177,54,2015
 J. Adeoti,DC,Stade Malherbe Caen,"6'0""",71,60,270,236,316,198,43,2015
 E. Imorou,DG,Stade Malherbe Caen,"5'11""",69,74,293,296,361,196,53,2015
 B. Koïta,AD,Stade Malherbe Caen,"6'1""",78,78,311,269,334,75,38,2015
 H. Bazile,AG,Stade Malherbe Caen,"6'0""",79,81,321,321,353,75,42,2015
 S. Privat,BU,Stade Malherbe Caen,"6'1""",67,67,314,295,319,70,52,2015
 E. Sala,BU,Stade Malherbe Caen,"6'2""",68,66,314,260,327,74,36,2015
 D. Perquis,G,Stade Malherbe Caen,"6'0""",50,46,133,130,272,75,339,2015
 L. Nangis,AG,Stade Malherbe Caen,"5'8""",83,76,314,283,390,75,52,2015
 F. Bellugou,DC,FC Lorient,"6'1""",55,54,248,323,271,211,43,2015
 M. Coutadeur,MOC,FC Lorient,"5'7""",64,61,308,362,359,161,38,2015
 D. N'Gog,BU,Stade de Reims,"6'3""",74,72,327,308,335,83,59,2015
 C. Glombard,DD,Stade de Reims,"5'10""",68,68,304,307,342,204,43,2015
 S. Yago,DC,Toulouse Football Club,"5'10""",70,75,250,254,333,201,48,2015
 P. Ninkov,MDC,Toulouse Football Club,"5'11""",67,61,285,317,331,200,57,2015
 I. Sylla,MG,Toulouse Football Club,"5'11""",77,77,320,312,344,188,51,2015
 N. Nielsen,BU,Evian Thonon Gaillard Football Club,"6'2""",68,70,309,331,346,109,48,2015
 J. Leca,G,Sporting Club de Bastia,"5'11""",39,38,125,124,225,75,333,2015
 G. Danic,MG,Sporting Club de Bastia,"5'9""",62,67,299,342,337,78,46,2015
 Y. Cahuzac,MDC,Sporting Club de Bastia,"5'10""",68,66,256,243,348,193,63,2015
 H. Ongenda,MD,Sporting Club de Bastia,"5'7""",78,81,288,291,385,106,56,2015
 J. Le Moigne,MDC,Racing Club de Lens,"6'2""",49,54,316,322,272,156,49,2015
 C. N'Jié,AD,Olympique Lyonnais,"5'9""",94,92,306,302,414,78,47,2015
 J. Palomino,DC,FC Metz,"6'3""",66,63,258,269,288,209,48,2015
 K. Lejeune,MG,FC Metz,"5'11""",68,67,277,334,334,120,55,2015
 G. Milan,DC,FC Metz,"6'4""",46,48,201,158,241,199,58,2015
 Matheus Carvalho,AG,AS Monaco,"5'10""",74,73,313,305,352,70,55,2015
 M. Deplagne,DD,Montpellier HSC,"6'0""",68,74,241,281,346,194,46,2015
 O. Sorin,G,Stade Rennais FC,"6'2""",57,32,125,123,234,75,338,2015
 D. Appiah,DD,Stade Malherbe Caen,"5'10""",73,68,253,257,328,201,45,2015
 N. Seube,MDC,Stade Malherbe Caen,"5'11""",52,51,259,286,288,194,54,2015
 J. Saez,MC,Stade Malherbe Caen,"5'7""",32,50,295,308,304,176,50,2015
 R. Abdullah,MDC,FC Lorient,"5'10""",67,68,280,278,308,187,47,2015
 G. Bruno,BU,FC Lorient,"5'11""",65,68,323,285,338,75,54,2015
 V. Lavigne,AD,FC Lorient,"5'7""",76,82,334,316,367,106,50,2015
 C. Nsikulu,AD,Evian Thonon Gaillard Football Club,"5'10""",79,81,317,277,364,67,54,2015
 J. Hansen,G,Evian Thonon Gaillard Football Club,"6'2""",31,36,135,142,230,75,337,2015
 Y. Sabaly,DLD,Evian Thonon Gaillard Football Club,"5'9""",77,78,258,282,371,201,49,2015
 K. Abdallah,DC,Evian Thonon Gaillard Football Club,"6'1""",67,69,235,216,322,206,55,2015
 G. Cioni,DD,Sporting Club de Bastia,"5'5""",62,66,240,258,337,198,52,2015
 I. Kiese Thelin,BU,FC Girondins de Bordeaux,"6'2""",71,62,297,256,315,76,53,2015
 M. Poundjé,MG,FC Girondins de Bordeaux,"5'10""",80,81,256,282,372,184,47,2015
 R. Alioui,BU,En Avant de Guingamp,"6'1""",68,67,252,275,316,75,49,2015
 W. Cyprien,MC,Racing Club de Lens,"5'11""",83,78,245,328,363,172,52,2015
 D. Cavaré,DC,Racing Club de Lens,"6'5""",71,69,255,248,301,192,45,2015
 M. Frey,BU,LOSC,"6'2""",71,67,296,260,336,71,56,2015
 M. Zeffane,DD,Olympique Lyonnais,"5'9""",83,82,275,287,381,185,54,2015
 M. Cornet,BU,Olympique Lyonnais,"5'10""",85,86,290,305,382,75,53,2015
 J. Choplin,DC,FC Metz,"6'0""",62,52,217,246,262,192,49,2015
 G. N'Daw,DC,FC Metz,"6'3""",50,32,280,294,228,210,62,2015
 J. Rivierez,DD,FC Metz,"5'11""",70,69,248,223,321,192,62,2015
 A. Mfa,G,FC Metz,"6'0""",52,41,125,121,237,75,331,2015
 A. Touré,DD,AS Monaco,"6'0""",74,73,250,264,342,200,47,2015
 S. Wüthrich,MOC,Montpellier HSC,"5'11""",67,72,290,319,334,157,64,2015
 I. Bangoura,BU,FC Nantes,"5'9""",73,68,302,288,349,77,55,2015
 G. Nkoudou,AD,FC Nantes,"5'8""",92,93,289,321,405,111,45,2015
 S. Moreira,DLD,Stade Rennais FC,"5'9""",73,72,242,260,348,204,52,2015
 S. Prcić,MOC,Stade Rennais FC,"5'11""",66,64,272,326,342,166,54,2015
 J. Calvé,DC,Stade Malherbe Caen,"6'0""",55,64,291,311,309,194,44,2015
 F. Chaigneau,G,FC Lorient,"6'6""",57,35,135,129,210,75,338,2015
 Y. Wachter,DC,FC Lorient,"5'10""",72,65,213,204,337,209,44,2015
 I. Diomandé,DC,AS Saint-Étienne,"5'11""",73,70,239,264,337,198,53,2015
 A. Thomasson,MOC,Evian Thonon Gaillard Football Club,"6'0""",77,78,298,317,375,166,55,2015
 D. Ramirez,BU,Evian Thonon Gaillard Football Club,"5'8""",78,77,285,280,365,72,52,2015
 J. Gbamin,DLD,Racing Club de Lens,"6'1""",75,72,235,251,331,196,51,2015
 F. Bahlouli,AD,Olympique Lyonnais,"5'11""",79,78,285,314,357,129,39,2015
 F. Sassi,MC,FC Metz,"6'1""",68,76,255,308,348,188,46,2015
 T. Vion,BU,FC Metz,"6'0""",69,66,286,245,319,72,48,2015
 X. Pentecôte,BU,OGC Nice,"6'0""",49,67,333,300,301,74,47,2015
 G. Zajkov,DC,Stade Rennais FC,"6'1""",61,65,234,178,297,200,58,2015
 Z. Allée,AD,Stade Rennais FC,"5'5""",77,84,304,309,381,86,58,2015
 T. Lemar,MD,Stade Malherbe Caen,"5'7""",72,75,283,279,363,180,55,2015
 Felipe Saad,DC,Stade Malherbe Caen,"6'2""",65,53,230,210,307,202,50,2015
 F. Sirieix,MDC,Toulouse Football Club,"5'11""",54,54,305,301,304,197,53,2015
 J. Moulin,G,AS Saint-Étienne,"6'0""",52,51,131,131,264,75,327,2015
 A. Saint-Maximin,AG,AS Saint-Étienne,"5'8""",81,81,279,274,372,68,40,2015
 J. Juelsgård,DG,Evian Thonon Gaillard Football Club,"6'0""",73,70,259,272,345,189,52,2015
 J. Mensah,DC,Evian Thonon Gaillard Football Club,"6'2""",61,49,225,192,280,190,43,2015
 L. Houri,MOC,Sporting Club de Bastia,"5'11""",69,70,292,345,345,151,39,2015
 C. Yambéré,DC,FC Girondins de Bordeaux,"6'3""",59,54,213,154,266,188,52,2015
 E. Crivelli,BU,FC Girondins de Bordeaux,"6'0""",72,64,292,255,302,77,50,2015
 Y. Kaabouni,MD,FC Girondins de Bordeaux,"5'10""",74,71,279,324,353,160,50,2015
 A. Jug,G,FC Girondins de Bordeaux,"6'3""",51,52,132,134,246,75,325,2015
 J. Cardy,MDC,En Avant de Guingamp,"5'9""",60,46,286,340,293,166,49,2015
 B. Boulenger,DC,Racing Club de Lens,"6'2""",67,68,257,261,314,194,42,2015
 D. N'Diaye,MG,Racing Club de Lens,"6'1""",84,83,310,284,346,68,44,2015
 B. Bourigeaud,MC,Racing Club de Lens,"5'10""",64,67,284,323,312,146,57,2015
 A. Traoré,MD,LOSC,"5'10""",74,74,254,260,341,170,45,2015
 M. Gorgelin,G,Olympique Lyonnais,"6'2""",50,50,125,125,244,75,320,2015
 R. N'Gouma,DC,Olympique Lyonnais,"6'1""",75,73,215,219,321,190,56,2015
 C. Doukouré,MDC,FC Metz,"5'11""",68,64,282,270,317,195,61,2015
 Y. Ngbakoto,AD,FC Metz,"5'8""",70,72,264,256,348,70,57,2015
 M. Sourzac,G,AS Monaco,"6'0""",55,55,132,125,280,75,318,2015
 A. Ribelin,AG,Montpellier HSC,"5'10""",74,75,290,307,350,161,50,2015
 K. Djidji,DC,FC Nantes,"6'0""",71,67,207,200,319,191,41,2015
 C. Alhadhur,DLD,FC Nantes,"5'7""",68,72,245,253,369,205,53,2015
 N. Maupay,AD,OGC Nice,"5'7""",83,87,273,286,410,93,47,2015
 G. Puel,DLD,OGC Nice,"5'11""",67,76,256,262,340,194,45,2015
 A. Raineau,DG,Stade Malherbe Caen,"5'10""",68,62,248,280,326,191,52,2015
 F. Robert,MOC,FC Lorient,"5'9""",66,69,284,284,364,75,49,2015
 B. Samba,G,Olympique de Marseille,"6'1""",44,43,130,116,247,75,311,2015
 B. Aloé,DC,Olympique de Marseille,"6'0""",64,69,198,201,305,200,52,2015
 M. Spano,DC,Toulouse Football Club,"6'0""",67,64,217,209,286,198,53,2015
 T. Pellenard,DG,FC Girondins de Bordeaux,"6'0""",73,69,246,251,321,194,49,2015
 B. Sankoh,DC,En Avant de Guingamp,"5'11""",63,67,231,240,304,207,46,2015
 A. Ba,DC,Racing Club de Lens,"6'7""",71,59,205,173,257,193,55,2015
 B. Guillaume,BU,Racing Club de Lens,"6'2""",50,54,311,247,270,71,45,2015
 K. Koubemba,BU,LOSC,"6'4""",70,69,276,228,302,66,49,2015
 Z. Labidi,MG,Olympique Lyonnais,"5'10""",75,79,304,324,371,122,52,2015
 R. Rocchi,MC,FC Metz,"6'0""",52,51,285,298,289,148,42,2015
 Y. Musavu-King,DC,Stade Malherbe Caen,"6'1""",68,63,198,183,291,192,51,2015
 A. Peuget,MDC,Stade de Reims,"6'1""",61,57,246,296,292,182,45,2015
 O. Mfulu,MDC,Stade de Reims,"6'0""",64,62,234,261,313,186,52,2015
 M. Vidal,G,Toulouse Football Club,"6'0""",32,38,130,131,241,75,320,2015
 R. Maulun,MOC,FC Girondins de Bordeaux,"5'9""",72,68,263,293,337,142,50,2015
 S. D'Almeida,MDC,FC Girondins de Bordeaux,"5'10""",67,66,214,236,328,200,48,2015
 L. Dos Santos,DG,En Avant de Guingamp,"5'10""",64,63,263,267,316,195,53,2015
 L. Mocio,G,Olympique Lyonnais,"6'6""",46,41,121,122,219,75,315,2015
 D. Mboumbouni,DC,Olympique Lyonnais,"6'0""",69,69,202,195,319,186,58,2015
 C. Philipps,DC,FC Metz,"6'0""",62,59,192,177,283,188,47,2015
 F. Ben Youssef,BU,FC Metz,"6'4""",67,58,255,183,275,69,63,2015
 K. Nsor,BU,FC Metz,"6'2""",74,69,263,239,329,75,37,2015
 A. Thiam,MDC,AS Monaco,"5'11""",66,68,258,295,322,198,49,2015
 A. Diallo,DC,AS Monaco,"6'0""",64,59,224,209,283,201,36,2015
 G. Seraf,MD,Montpellier HSC,"5'7""",62,61,293,307,311,166,40,2015
 J. Vercauteren,AG,OGC Nice,"5'7""",68,76,249,284,352,97,55,2015
 J. Kimmakon,AD,Paris Saint-Germain,"5'10""",78,81,286,277,362,96,50,2015
 S. Sparagna,DC,Olympique de Marseille,"6'1""",73,68,201,184,300,189,44,2015
 B. Omrani,BU,Olympique de Marseille,"6'3""",62,51,315,274,270,71,48,2015
 Alef,DC,Olympique de Marseille,"6'1""",55,63,235,273,285,194,43,2015
 Y. Bodiger,DC,Toulouse Football Club,"6'1""",52,58,243,301,279,189,59,2015
 A. Blin,MDC,Toulouse Football Club,"6'0""",61,62,257,294,293,182,40,2015
 J. Bamba,AD,AS Saint-Étienne,"5'8""",78,81,276,262,368,109,56,2015
 J. Prior,G,FC Girondins de Bordeaux,"6'0""",44,47,124,122,236,70,307,2015
 V. Vada,MOC,FC Girondins de Bordeaux,"5'9""",67,65,265,304,331,118,53,2015
 M. Coco,AD,En Avant de Guingamp,"6'0""",87,88,266,239,389,85,42,2015
 V. Belon,G,Racing Club de Lens,"5'11""",43,49,131,123,243,65,304,2015
 A. Soumaoro,DC,LOSC,"6'1""",62,52,241,208,271,197,49,2015
 J. Butez,G,LOSC,"6'2""",40,49,123,150,233,75,313,2015
 Q. Cornette,BU,Montpellier HSC,"5'8""",72,70,284,269,334,133,50,2015
 F. Sotoca,AD,Montpellier HSC,"6'2""",80,79,299,285,321,89,60,2015
 S. Mounié,BU,Montpellier HSC,"6'3""",54,70,286,234,297,91,57,2015
 V. Rongier,MD,FC Nantes,"5'8""",61,70,259,317,347,170,44,2015
 G. Lloris,DC,OGC Nice,"6'3""",60,55,197,177,259,192,54,2015
 J. Augustin,BU,Paris Saint-Germain,"5'10""",74,68,266,252,328,75,41,2015
 R. Pereira de Sa,AG,Paris Saint-Germain,"5'10""",81,82,296,289,365,156,56,2015
 M. Diaw,G,Paris Saint-Germain,"6'5""",42,44,126,120,210,75,298,2015
 A. Sané,AD,Stade Rennais FC,"5'10""",71,68,294,270,322,75,60,2015
 D. Ndong,MDC,FC Lorient,"5'10""",74,73,249,275,346,174,56,2015
 C. Touré,DC,FC Lorient,"6'1""",69,61,185,181,298,183,45,2015
 G. Kyei,BU,Stade de Reims,"6'2""",66,69,270,241,303,71,44,2015
 Y. Benali,MOC,Toulouse Football Club,"5'6""",63,65,286,324,315,70,36,2015
 D. Saint-Louis,AG,AS Saint-Étienne,"5'9""",76,78,261,278,345,89,55,2015
 J. Nyemeck,DD,AS Saint-Étienne,"5'11""",77,74,228,228,334,187,48,2015
 A. Fall,MD,Evian Thonon Gaillard Football Club,"5'7""",84,85,271,293,387,183,53,2015
 A. Keita,MC,Sporting Club de Bastia,"5'9""",64,63,236,253,315,167,49,2015
 J. Romain,MOC,Sporting Club de Bastia,"5'11""",64,65,269,304,306,123,51,2015
 Goncalves Nogueira,BU,Sporting Club de Bastia,"5'11""",59,61,270,266,295,75,53,2015
 P. Thiombane,MG,FC Girondins de Bordeaux,"5'10""",77,78,266,279,345,161,50,2015
 P. Fradj,DC,Racing Club de Lens,"5'10""",61,62,220,182,308,184,57,2015
 S. Koné,DC,Olympique Lyonnais,"6'1""",66,69,242,263,319,175,48,2015
 J. Ikaunieks,MG,FC Metz,"6'0""",71,58,283,330,318,155,51,2015
 A. Kamara,BU,AS Monaco,"5'10""",65,64,271,249,315,63,45,2015
 M. Caillard,G,AS Monaco,"6'3""",39,48,131,124,232,75,297,2015
 D. Bahamboula,MOC,AS Monaco,"6'1""",68,64,267,304,303,128,50,2015
 A. Assana,MDC,AS Monaco,"5'9""",63,66,223,248,344,163,58,2015
 N. Saint-Ruf,DC,Montpellier HSC,"6'1""",69,65,214,220,315,179,49,2015
 E. Zelazny,G,FC Nantes,"6'1""",42,46,136,135,203,75,296,2015
 A. Walongwa,DC,FC Nantes,"6'2""",57,64,174,178,289,181,62,2015
 J. Iloki,AD,FC Nantes,"5'8""",84,87,210,247,377,76,42,2015
 A. Rafetraniaina,DD,OGC Nice,"5'9""",79,77,239,227,342,179,61,2015
 R. Lacazette,DC,Paris Saint-Germain,"5'9""",70,68,257,252,328,174,53,2015
 J. Beaulieu,MC,Stade Malherbe Caen,"5'11""",33,64,252,261,279,174,43,2015
 D. Bouanga,AG,FC Lorient,"5'9""",69,71,290,281,315,67,50,2015
 K. Beauverger,DG,FC Lorient,"5'7""",78,74,228,243,357,184,47,2015
 G. Andonian,DC,Olympique de Marseille,"6'1""",66,53,215,177,266,185,41,2015
 A. N'Doumbou,AG,Olympique de Marseille,"5'10""",69,74,236,279,331,109,56,2015
 W. Jobello,BU,Olympique de Marseille,"5'10""",66,65,296,261,299,71,54,2015
 S. Bastien,G,Stade de Reims,"6'5""",47,45,134,137,234,75,298,2015
 D. Dianessy,BU,Toulouse Football Club,"6'0""",76,79,261,258,327,72,48,2015
 B. Karamoko,DC,AS Saint-Étienne,"6'5""",59,56,194,163,243,178,42,2015
 M. Chapuis,DC,AS Saint-Étienne,"6'0""",69,59,194,195,312,195,48,2015
 N. Baouia,MD,Evian Thonon Gaillard Football Club,"5'5""",68,74,256,287,347,147,53,2015
 J. Durand,G,Evian Thonon Gaillard Football Club,"6'0""",34,29,124,121,231,75,303,2015
 E. Ba,MOC,Sporting Club de Bastia,"6'0""",68,74,240,259,322,142,49,2015
 C. Vincent,MC,Sporting Club de Bastia,"5'10""",53,54,218,252,281,160,46,2015
 L. Kikabidze,MOC,Sporting Club de Bastia,"5'11""",60,62,276,298,303,142,58,2015
 K. Soni,AG,FC Girondins de Bordeaux,"6'0""",79,79,281,284,352,121,39,2015
 S. Harrison,AG,En Avant de Guingamp,"6'0""",73,72,271,286,332,75,46,2015
 S. Atrous,G,Racing Club de Lens,"6'3""",33,30,133,127,160,75,304,2015
 B. Pavard,DD,LOSC,"6'0""",69,66,242,252,327,179,48,2015
 M. Paye,AD,Olympique Lyonnais,"5'8""",79,79,264,282,358,77,59,2015
 F. Honorat,BU,OGC Nice,"5'11""",77,75,248,230,327,75,56,2015
 S. Benrahma,MD,OGC Nice,"5'8""",70,74,262,275,351,80,48,2015
 P. Kimpembe,DC,Paris Saint-Germain,"6'0""",59,59,199,192,281,190,48,2015
 E. Lenjani,MG,Stade Rennais FC,"5'9""",76,71,281,285,340,152,49,2015
 I. Sy,G,FC Lorient,"6'2""",42,44,123,126,228,75,292,2015
 M. Mara,BU,FC Lorient,"5'7""",73,75,252,230,373,70,45,2015
 B. Tuiloma,DC,Olympique de Marseille,"6'0""",68,69,224,222,306,169,51,2015
 M. Lopez,AD,Olympique de Marseille,"5'6""",79,79,270,288,377,95,46,2015
 S. Zaniou,BU,Toulouse Football Club,"5'7""",71,72,281,235,347,66,59,2015
 A. Soukouna,BU,Toulouse Football Club,"5'10""",69,72,266,251,321,72,37,2015
 K. Madianga,DLD,AS Saint-Étienne,"5'8""",65,73,264,271,332,182,47,2015
 Z. Abarouai,BU,Evian Thonon Gaillard Football Club,"6'0""",68,66,273,234,303,70,59,2015
 F. Koné,BU,Sporting Club de Bastia,"5'11""",66,68,267,253,304,72,49,2015
 R. Achilli,BU,Sporting Club de Bastia,"5'11""",63,68,305,230,308,166,50,2015
 B. Sylla,DD,Racing Club de Lens,"5'10""",72,71,209,187,319,177,58,2015
 C. Halucha,DD,LOSC,"5'7""",66,71,228,254,329,181,46,2015
 Kim Shin,BU,Olympique Lyonnais,"5'11""",70,69,274,253,312,75,50,2015
 D. Oberhauser,G,FC Metz,"6'1""",41,47,137,132,229,75,284,2015
 F. Sido,MD,FC Metz,"5'7""",73,72,244,267,365,91,56,2015
 T. Pierrot,DC,FC Metz,"6'1""",68,66,258,270,302,164,51,2015
 D. Gissi,DC,Montpellier HSC,"6'3""",55,54,246,249,277,170,56,2015
 E. Skhiri,MD,Montpellier HSC,"6'1""",50,63,263,304,295,129,60,2015
 T. Chaouche,MDC,Montpellier HSC,"5'9""",67,63,248,278,316,166,53,2015
 L. Dubois,DLD,FC Nantes,"5'10""",69,68,230,253,340,191,49,2015
 A. Niane,BU,FC Nantes,"6'0""",68,68,236,215,317,75,42,2015
 V. Koziello,MD,OGC Nice,"5'6""",61,68,275,288,329,146,52,2015
 S. Thioub,BU,OGC Nice,"5'10""",70,72,261,255,317,70,51,2015
 F. Dao Castellana,DD,OGC Nice,"5'7""",76,76,245,273,371,171,45,2015
 B. Constant,BU,OGC Nice,"6'0""",80,78,245,235,339,67,52,2015
 P. Lavenant,MDC,FC Lorient,"5'11""",63,63,233,262,302,185,40,2015
 J. Porsan-Clemente,BU,Olympique de Marseille,"5'10""",65,69,281,242,323,72,49,2015
 J. Fabri,G,Olympique de Marseille,"6'0""",50,42,125,122,248,75,284,2015
 C. Garel,G,Stade de Reims,"6'0""",27,28,121,118,177,75,291,2015
 B. Valette,G,AS Saint-Étienne,"6'1""",39,37,126,125,193,75,286,2015
 N. Dekoké,DC,AS Saint-Étienne,"5'11""",67,65,226,239,303,175,49,2015
 K. Achahbar,BU,En Avant de Guingamp,"6'0""",76,84,228,242,330,75,42,2015
 T. Moore,DC,Racing Club de Lens,"6'0""",58,59,208,205,266,168,36,2015
 A. Madiani,BU,Racing Club de Lens,"6'1""",60,57,255,233,290,68,44,2015
 Q. Lecoeuche,MD,Racing Club de Lens,"5'8""",66,68,229,237,328,171,51,2015
 M. Seck,BU,Racing Club de Lens,"6'0""",58,56,267,219,266,68,45,2015
 Y. Koné,DLD,LOSC,"5'9""",77,76,206,247,355,165,56,2015
 S. Sy,G,AS Monaco,"6'4""",48,59,130,120,242,70,284,2015
 D. Bertaud,G,Montpellier HSC,"5'10""",48,42,120,124,243,70,280,2015
 Jeong Chung Gun,BU,FC Nantes,"6'0""",65,71,286,227,305,75,52,2015
 N. Gandi,AD,FC Nantes,"6'2""",69,74,246,265,300,90,39,2015
 P. M'Bow,DC,OGC Nice,"6'4""",57,54,154,147,250,175,46,2015
 P. Reulet,G,Stade Malherbe Caen,"5'11""",47,45,131,121,226,75,282,2015
 M. Bangoura,DC,Olympique de Marseille,"5'11""",69,66,234,261,321,177,46,2015
 J. Siebatcheu,BU,Stade de Reims,"6'3""",68,66,272,234,312,72,51,2015
 L. M'Pasi,G,Toulouse Football Club,"5'11""",50,50,133,133,251,75,290,2015
 E. Bojang,BU,AS Saint-Étienne,"6'4""",64,63,249,187,270,71,47,2015
 A. Djiku,DD,Sporting Club de Bastia,"5'11""",61,68,211,204,305,179,43,2015
 J. Benhaim,DC,Sporting Club de Bastia,"5'11""",55,59,180,157,272,185,46,2015
 T. Vincensini,G,Sporting Club de Bastia,"6'0""",59,54,125,127,265,75,278,2015
 H. Guichard,G,En Avant de Guingamp,"6'2""",37,46,130,119,216,75,278,2015
 F. Garcia,DD,En Avant de Guingamp,"5'11""",68,67,221,218,305,189,58,2015
 P. Henriques de Pinho,G,Racing Club de Lens,"6'2""",41,43,124,122,242,75,282,2015
 S. Sangaré,DC,FC Nantes,"5'11""",68,65,185,152,285,178,57,2015
 A. N'Dongala,AG,FC Nantes,"5'9""",69,72,263,304,334,178,50,2015
 P. Puel,BU,OGC Nice,"5'10""",67,68,245,202,321,71,43,2015
 M. Maignan,G,Paris Saint-Germain,"6'2""",43,44,132,119,232,75,276,2015
 R. Mandanda,G,Stade Malherbe Caen,"6'1""",49,41,125,125,225,75,271,2015
 M. Gakpa,MOC,FC Lorient,"6'0""",67,71,251,254,282,75,44,2015
 H. Karamoko,DC,FC Lorient,"6'4""",56,63,192,140,239,179,49,2015
 A. Sané,DC,Olympique de Marseille,"6'0""",62,65,183,155,293,178,43,2015
 Y. Benedick,BU,Stade de Reims,"5'9""",66,67,231,225,334,75,52,2015
 F. David,MC,Toulouse Football Club,"5'11""",64,60,253,265,299,177,60,2015
 C. Suljic,MDC,AS Saint-Étienne,"5'10""",63,60,238,240,305,162,52,2015
 J. Boy,MDC,Evian Thonon Gaillard Football Club,"6'1""",49,52,244,277,263,169,52,2015
 A. Yirango,G,En Avant de Guingamp,"5'11""",32,40,121,120,203,75,280,2015
 J. Reine-Adelaïde,MOC,Racing Club de Lens,"6'0""",66,61,245,256,297,130,55,2015
 J. Aholou,MD,LOSC,"6'1""",63,68,263,259,299,129,44,2015
 D. Alcibiade,DC,FC Nantes,"5'11""",65,54,217,182,293,182,41,2015
 O. Boscagli,DC,OGC Nice,"5'11""",60,58,186,174,264,167,44,2015
 A. Zambo Anguissa,MDC,Stade de Reims,"6'0""",69,66,237,251,304,166,45,2015
 N. Badri,G,FC Nantes,"5'11""",43,37,126,107,212,75,267,2015
 N. Lemaître,G,Stade de Reims,"5'11""",32,34,120,123,161,75,277,2015
 Z. Ibrahimović,BU,Paris Saint-Germain,"6'5""",74,72,418,413,358,83,59,2016
 Thiago Silva,DC,Paris Saint-Germain,"6'0""",76,72,322,363,375,270,45,2016
 A. Di María,AD,Paris Saint-Germain,"5'11""",88,88,376,409,424,161,51,2016
 E. Cavani,BU,Paris Saint-Germain,"6'0""",78,74,403,366,378,96,53,2016
 M. Verratti,MC,Paris Saint-Germain,"5'5""",64,72,333,397,404,234,64,2016
 B. Matuidi,MDC,Paris Saint-Germain,"5'9""",76,74,369,346,389,249,48,2016
 J. Pastore,MOC,Paris Saint-Germain,"6'2""",75,72,381,411,374,159,51,2016
 A. Lacazette,BU,Olympique Lyonnais,"5'9""",87,87,394,383,430,82,37,2016
